claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
209880,In a Lonely Place was based on a book of the same name.,Supported,"[[[248564,248722,""In_a_Lonely_Place"",1]]]",,209880,In a Lonely Place was based on a book of the same name.,Supported,,,,,,
85093,Louie (season 1) is a romance-disaster TV series.,Refuted,"[[[102539,115811,""Louie_-LRB-season_1-RRB-"",0]]]",,85093,Louie (season 1) is a romance-disaster TV series.,Refuted,,,,,,
98879,Pocahontas was the mother of Powhatan.,Refuted,"[[[116517,130399,""Pocahontas"",1]]]",,98879,Pocahontas was the mother of Powhatan.,Refuted,,,,,,
22093,Meteora is by Linkin Park.,Supported,"[[[58717,69014,""Meteora_-LRB-album-RRB-"",0],[58717,69014,""Linkin_Park"",10]],[[58717,69015,""Meteora_-LRB-album-RRB-"",9]],[[61464,71980,""Meteora_-LRB-album-RRB-"",0]],[[61464,71981,""Meteora_-LRB-album-RRB-"",9],[61464,71981,""Breaking_the_Habit"",1]],[[61464,71982,""Meteora_-LRB-album-RRB-"",10],[61464,71982,""Lying_from_You"",1]],[[63762,74505,""Meteora_-LRB-album-RRB-"",0]],[[303340,294310,""Meteora_-LRB-album-RRB-"",0]],[[303340,294311,""Meteora_-LRB-album-RRB-"",9]],[[305278,296113,""Meteora_-LRB-album-RRB-"",0]]]",,22093,Meteora is by Linkin Park.,Supported,,,,,,
111060,Georges Gilles de la Tourette made descriptions of attributes in nine patients.,Supported,"[[[130428,145205,""Georges_Gilles_de_la_Tourette"",11]],[[130429,145206,""Georges_Gilles_de_la_Tourette"",11]]]",,111060,Georges Gilles de la Tourette made descriptions of attributes in nine patients.,Supported,,,,,,
206722,Samwell Tarly appears in the series of A Song of Ice and Fire.,Supported,"[[[244434,245447,""Samwell_Tarly"",0]]]",,206722,Samwell Tarly appears in the series of A Song of Ice and Fire.,Supported,,,,,,
199746,Tijuana is in Mexico.,Refuted,"[[[234922,237708,""Tijuana"",0]]]",,199746,Tijuana is in Mexico.,Refuted,,,,,,
111203,Tatum O'Neal got married.,Supported,"[[[130581,145376,""Tatum_O'Neal"",6]]]",,111203,Tatum O'Neal got married.,Supported,,,,,,
175632,Fabian Nicieza is an Argentine-American.,Supported,"[[[203196,212281,""Fabian_Nicieza"",0]]]",,175632,Fabian Nicieza is an Argentine-American.,Supported,,,,,,
36829,Highway to Heaven is a Korean television series.,Refuted,"[[[53012,62953,""Highway_to_Heaven"",0]]]",,36829,Highway to Heaven is a Korean television series.,Refuted,,,,,,
91371,Gamal Abdel Nasser's funeral was in the capital of Ethiopia.,Refuted,"[[[108729,122411,""Gamal_Abdel_Nasser"",13]]]",,91371,Gamal Abdel Nasser's funeral was in the capital of Ethiopia.,Refuted,,,,,,
143684,Malta lacks an archdiocese.,Refuted,"[[[166825,180636,""Malta"",17]]]",,143684,Malta lacks an archdiocese.,Refuted,,,,,,
56162,Morgan Fairchild refuses soap opera roles.,Refuted,"[[[72523,83563,""Morgan_Fairchild"",4]],[[72523,83564,""Morgan_Fairchild"",5]]]",,56162,Morgan Fairchild refuses soap opera roles.,Refuted,,,,,,
211271,The Closer's seventh season began in July 2011.,Supported,"[[[250332,250351,""The_Closer"",8]]]",,211271,The Closer's seventh season began in July 2011.,Supported,,,,,,
194902,Stripes featured an Italian in a role.,Refuted,"[[[228485,232661,""Stripes_-LRB-film-RRB-"",0],[228485,232661,""Bill_Murray"",0],[228485,232661,""Harold_Ramis"",0],[228485,232661,""Ivan_Reitman"",0],[228485,232661,""John_Candy"",0],[228485,232661,""P._J._Soles"",0],[228485,232661,""Sean_Young"",0]]]",,194902,Stripes featured an Italian in a role.,Refuted,,,,,,
13951,Alexandra Daddario is American.,Supported,"[[[29213,35627,""Alexandra_Daddario"",0]]]",,13951,Alexandra Daddario is American.,Supported,,,,,,
24782,Saw II has yet to be released on DVD.,Refuted,"[[[40735,48997,""Saw_II"",20]],[[40735,48998,""Saw_II"",21]]]",,24782,Saw II has yet to be released on DVD.,Refuted,,,,,,
222746,Practical Magic is based on an essay of the same name.,Refuted,"[[[265344,262559,""Practical_Magic"",0]]]",,222746,Practical Magic is based on an essay of the same name.,Refuted,,,,,,
29219,English people are descended from the grass.,Refuted,"[[[45339,54114,""English_people"",6]],[[45339,54115,""English_people"",12]]]",,29219,English people are descended from the grass.,Refuted,,,,,,
70574,Bonobos live south of the statue.,Refuted,"[[[87245,99750,""Bonobo"",12]]]",,70574,Bonobos live south of the statue.,Refuted,,,,,,
169333,Hammer Film Productions began producing films in 2013.,Refuted,"[[[195205,205521,""Hammer_Film_Productions"",1]]]",,169333,Hammer Film Productions began producing films in 2013.,Refuted,,,,,,
86095,Woodrow Wilson did not live during World War I.,Refuted,"[[[103265,116626,""Woodrow_Wilson"",3]],[[103265,116627,""Woodrow_Wilson"",26]],[[103265,116628,""Woodrow_Wilson"",4],[103265,116628,""League_of_Nations"",0]],[[103265,116629,""Woodrow_Wilson"",28],[103265,116629,""United_States_presidential_election,_1916"",7]],[[103265,116630,""Woodrow_Wilson"",32],[103265,116630,""German_Empire"",17]],[[103265,116631,""Woodrow_Wilson"",34],[103265,116631,""John_J._Pershing"",0]],[[103265,116632,""Woodrow_Wilson"",36],[103265,116632,""Liberty_bond"",0]],[[103265,116633,""Woodrow_Wilson"",37],[103265,116633,""Food_and_Fuel_Control_Act"",0]],[[103265,116634,""Woodrow_Wilson"",38],[103265,116634,""Espionage_Act_of_1917"",0]],[[103265,116635,""Woodrow_Wilson"",39],[103265,116635,""First_Red_Scare"",4]],[[103265,116636,""Woodrow_Wilson"",40],[103265,116636,""Armistice_of_11_November_1918"",0]]]",,86095,Woodrow Wilson did not live during World War I.,Refuted,,,,,,
53331,Trollhunters is 3 years old.,Refuted,"[[[69612,80444,""Trollhunters"",3]],[[69612,80445,""Trollhunters"",4]]]",,53331,Trollhunters is 3 years old.,Refuted,,,,,,
185220,Home for the Holidays stars the grandchild of Charlie Chaplin,Refuted,"[[[215834,222609,""Home_for_the_Holidays_-LRB-1995_film-RRB-"",5],[215834,222609,""Geraldine_Chaplin"",0]]]",,185220,Home for the Holidays stars the grandchild of Charlie Chaplin,Refuted,,,,,,
31693,Jackie (2016 film) is only a television show.,Refuted,"[[[47825,57091,""Jackie_-LRB-2016_film-RRB-"",0]]]",,31693,Jackie (2016 film) is only a television show.,Refuted,,,,,,
226146,Richard Dawkins has yet to appear on the internet.,Refuted,"[[[269613,265893,""Richard_Dawkins"",16]],[[269616,265895,""Richard_Dawkins"",16]]]",,226146,Richard Dawkins has yet to appear on the internet.,Refuted,,,,,,
82745,In the End was the only song released in 2000.,Refuted,"[[[99804,112978,""In_the_End"",1]]]",,82745,In the End was the only song released in 2000.,Refuted,,,,,,
186610,Asylum records is only a British rock band.,Refuted,"[[[217701,224188,""Asylum_Records"",0]]]",,186610,Asylum records is only a British rock band.,Refuted,,,,,,
29365,The Maze Runner is a narrative in a visual medium.,Supported,"[[[45509,54337,""The_Maze_Runner_-LRB-film-RRB-"",0]],[[45509,54338,""The_Maze_Runner_-LRB-film-RRB-"",1]],[[45509,54339,""The_Maze_Runner_-LRB-film-RRB-"",11]],[[45509,54340,""The_Maze_Runner_-LRB-film-RRB-"",12]],[[45509,54341,""The_Maze_Runner_-LRB-film-RRB-"",13]],[[45509,54342,""The_Maze_Runner_-LRB-film-RRB-"",10],[45509,54342,""20th_Century_Fox"",0]],[[45509,54343,""The_Maze_Runner_-LRB-film-RRB-"",6]]]",,29365,The Maze Runner is a narrative in a visual medium.,Supported,,,,,,
128909,Stanley Williams was a person who committed crimes.,Supported,"[[[150963,165807,""Stanley_Williams"",0]],[[150963,165808,""Stanley_Williams"",1]]]",,128909,Stanley Williams was a person who committed crimes.,Supported,,,,,,
58191,Recovery is a solo album by Lil Wayne.,Refuted,"[[[74551,85783,""Recovery_-LRB-Eminem_album-RRB-"",0]],[[74551,85784,""Recovery_-LRB-Eminem_album-RRB-"",1]],[[74551,85785,""Recovery_-LRB-Eminem_album-RRB-"",2]],[[74551,85787,""Recovery_-LRB-Eminem_album-RRB-"",6]],[[74551,85788,""Recovery_-LRB-Eminem_album-RRB-"",13]]]",,58191,Recovery is a solo album by Lil Wayne.,Refuted,,,,,,
165669,Tom Baker has narrated a type of book.,Supported,"[[[45309,54071,""Tom_Baker_-LRB-English_actor-RRB-"",15]]]",,165669,Tom Baker has narrated a type of book.,Supported,,,,,,
196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,"[[[230480,234141,""Jon_Hamm"",14]]]",,196159,Jon Hamm received eight Primetime Emmy Award nominations.,Supported,,,,,,
200278,Natural Born Killers is based upon a novel by Thomas Wolfe.,Refuted,"[[[235582,238197,""Natural_Born_Killers"",5]]]",,200278,Natural Born Killers is based upon a novel by Thomas Wolfe.,Refuted,,,,,,
147199,Ann Richards was the head of the executive branch of Texas's baseball team.,Refuted,"[[[170752,184331,""Ann_Richards"",0]],[[170752,184332,""Ann_Richards"",2]]]",,147199,Ann Richards was the head of the executive branch of Texas's baseball team.,Refuted,,,,,,
192857,Ian Brennan has only ever worked in finance.,Refuted,"[[[225674,230288,""Ian_Brennan_-LRB-writer-RRB-"",1]],[[225675,230289,""Ian_Brennan_-LRB-writer-RRB-"",1]]]",,192857,Ian Brennan has only ever worked in finance.,Refuted,,,,,,
68844,Arjit Singh is female.,Refuted,"[[[85804,98083,""Arijit_Singh"",1]],[[85804,98084,""Arijit_Singh"",2]],[[85804,98085,""Arijit_Singh"",3]],[[85804,98086,""Arijit_Singh"",4]],[[85804,98087,""Arijit_Singh"",8]],[[85804,98088,""Arijit_Singh"",9]],[[85804,98089,""Arijit_Singh"",10]]]",,68844,Arjit Singh is female.,Refuted,,,,,,
140536,Penélope Cruz did modeling for L'Oréal.,Supported,"[[[290285,283322,""Pene\u0301lope_Cruz"",12]],[[291628,284537,""Pene\u0301lope_Cruz"",12]],[[293742,286173,""Pene\u0301lope_Cruz"",12]],[[338093,323364,""Pene\u0301lope_Cruz"",12]],[[338094,323365,""Pene\u0301lope_Cruz"",12]],[[338095,323366,""Pene\u0301lope_Cruz"",12]]]",,140536,Penélope Cruz did modeling for L'Oréal.,Supported,,,,,,
57622,B. R. Ambedkar was the recipient of an award.,Supported,"[[[73975,85209,""B._R._Ambedkar"",10]]]",,57622,B. R. Ambedkar was the recipient of an award.,Supported,,,,,,
19663,Guillermo del Toro was born in 1700.,Refuted,"[[[35446,42962,""Guillermo_del_Toro"",0]]]",,19663,Guillermo del Toro was born in 1700.,Refuted,,,,,,
28201,Donna Noble travels with the Doctor.,Supported,"[[[44387,53059,""Donna_Noble"",1],[44387,53059,""Companion_-LRB-Doctor_Who-RRB-"",0]]]",,28201,Donna Noble travels with the Doctor.,Supported,,,,,,
125437,Dakota Fanning is not a model.,Refuted,"[[[147118,162105,""Dakota_Fanning"",0]],[[147118,162106,""Dakota_Fanning"",10]],[[147118,162107,""Dakota_Fanning"",11]]]",,125437,Dakota Fanning is not a model.,Refuted,,,,,,
225820,Chinatown was written by Robert Towne.,Supported,"[[[269183,265571,""Chinatown_-LRB-1974_film-RRB-"",0]]]",,225820,Chinatown was written by Robert Towne.,Supported,,,,,,
102547,Wish Upon is a supernatural horror thriller movie.,Supported,"[[[120384,134606,""Wish_Upon"",0]]]",,102547,Wish Upon is a supernatural horror thriller movie.,Supported,,,,,,
144993,A relative of Elizabeth I was executed.,Supported,"[[[168296,182047,""Elizabeth_I_of_England"",4]],[[168296,182048,""Elizabeth_I_of_England"",36],[168296,182048,""Mary_I_of_England"",17]]]",,144993,A relative of Elizabeth I was executed.,Supported,,,,,,
29364,The Maze Runner is a film.,Supported,"[[[45488,54308,""The_Maze_Runner_-LRB-film-RRB-"",0]],[[45488,54309,""The_Maze_Runner_-LRB-film-RRB-"",1]],[[45488,54310,""The_Maze_Runner_-LRB-film-RRB-"",2]],[[45488,54311,""The_Maze_Runner_-LRB-film-RRB-"",11]]]",,29364,The Maze Runner is a film.,Supported,,,,,,
65902,Aphrodite is the daughter of Hades and Persephone in Homer's Iliad.,Refuted,"[[[82466,94249,""Aphrodite"",7]]]",,65902,Aphrodite is the daughter of Hades and Persephone in Homer's Iliad.,Refuted,,,,,,
16864,You Belong with Me was performed live.,Supported,"[[[32307,39272,""You_Belong_with_Me"",20]]]",,16864,You Belong with Me was performed live.,Supported,,,,,,
181262,Sean Gunn is best known for his role portraying Kirk Gleason.,Supported,"[[[210423,218192,""Sean_Gunn"",0]]]",,181262,Sean Gunn is best known for his role portraying Kirk Gleason.,Supported,,,,,,
19413,Wolfgang Amadeus Mozart was not born in Salzburg.,Refuted,"[[[35188,42675,""Wolfgang_Amadeus_Mozart"",3]]]",,19413,Wolfgang Amadeus Mozart was not born in Salzburg.,Refuted,,,,,,
10567,Google Search shows no home information.,Refuted,"[[[26047,32014,""Google_Search"",13]]]",,10567,Google Search shows no home information.,Refuted,,,,,,
72067,Miranda Otto began her acting career at age 50.,Refuted,"[[[88749,101386,""Miranda_Otto"",1]]]",,72067,Miranda Otto began her acting career at age 50.,Refuted,,,,,,
33498,Ares is not a God.,Refuted,"[[[49658,59063,""Ares"",0]],[[49658,59064,""Ares"",1],[49658,59064,""Twelve_Olympians"",0]],[[49658,59065,""Ares"",7]]]",,33498,Ares is not a God.,Refuted,,,,,,
112877,Michael Hutchence has yet to die.,Refuted,"[[[132411,147302,""Michael_Hutchence"",0]],[[132411,147303,""Michael_Hutchence"",15]]]",,112877,Michael Hutchence has yet to die.,Refuted,,,,,,
137385,Aaron Burr is the current vice president.,Refuted,"[[[160133,174644,""Aaron_Burr"",0]],[[160133,174645,""Aaron_Burr"",1]]]",,137385,Aaron Burr is the current vice president.,Refuted,,,,,,
40205,Bret Easton Ellis wrote the screenplay for a film directed by Paul Schrader.,Supported,"[[[56550,66742,""Bret_Easton_Ellis"",20],[56550,66742,""The_Canyons_-LRB-film-RRB-"",0]]]",,40205,Bret Easton Ellis wrote the screenplay for a film directed by Paul Schrader.,Supported,,,,,,
130703,Billboard Dad is a podcast.,Refuted,"[[[152948,167715,""Billboard_Dad"",0]]]",,130703,Billboard Dad is a podcast.,Refuted,,,,,,
155431,Bones is solely a television pitch.,Refuted,"[[[179488,192063,""Bones_-LRB-TV_series-RRB-"",0]],[[179488,192064,""Bones_-LRB-TV_series-RRB-"",12]],[[179488,192065,""Bones_-LRB-TV_series-RRB-"",13]],[[179488,192066,""Bones_-LRB-TV_series-RRB-"",9]]]",,155431,Bones is solely a television pitch.,Refuted,,,,,,
58449,The MP for Maidenhead was once Theresa May.,Supported,"[[[74813,86039,""Theresa_May"",1]],[[74813,86040,""Theresa_May"",7]]]",,58449,The MP for Maidenhead was once Theresa May.,Supported,,,,,,
144819,Fist of Legend is a remake of a film starring Jackie Chan.,Refuted,"[[[168111,181880,""Fist_of_Legend"",2]]]",,144819,Fist of Legend is a remake of a film starring Jackie Chan.,Refuted,,,,,,
60541,Faye Resnick is American.,Supported,"[[[76984,88376,""Faye_Resnick"",0]]]",,60541,Faye Resnick is American.,Supported,,,,,,
117604,Johnny Galecki plays Dr. Leonard Hofstadter in The Big Bang Theory.,Supported,"[[[137989,152960,""Johnny_Galecki"",1]]]",,117604,Johnny Galecki plays Dr. Leonard Hofstadter in The Big Bang Theory.,Supported,,,,,,
21785,Arjit Singh is French.,Refuted,"[[[37594,45531,""Arijit_Singh"",0]]]",,21785,Arjit Singh is French.,Refuted,,,,,,
97957,Michael Hutchence has yet to die.,Refuted,"[[[115580,129453,""Michael_Hutchence"",0]],[[115580,129454,""Michael_Hutchence"",1]],[[115580,129455,""Michael_Hutchence"",15]],[[115580,129456,""Michael_Hutchence"",16]]]",,97957,Michael Hutchence has yet to die.,Refuted,,,,,,
192035,American Library Association is the most large library association.,Supported,"[[[224603,229430,""American_Library_Association"",1]],[[224606,229432,""American_Library_Association"",1]]]",,192035,American Library Association is the most large library association.,Supported,,,,,,
225868,Revolver has topped multiple charts.,Supported,"[[[269251,265633,""Revolver_-LRB-Beatles_album-RRB-"",16]]]",,225868,Revolver has topped multiple charts.,Supported,,,,,,
62828,Anthony Scaramucci is not an author.,Refuted,"[[[79279,90953,""Anthony_Scaramucci"",0]]]",,62828,Anthony Scaramucci is not an author.,Refuted,,,,,,
137334,Fox 2000 Pictures released the film Soul Food.,Supported,"[[[289914,283015,""Soul_Food_-LRB-film-RRB-"",0]],[[291259,284217,""Soul_Food_-LRB-film-RRB-"",0]],[[293412,285960,""Soul_Food_-LRB-film-RRB-"",0]],[[337212,322620,""Soul_Food_-LRB-film-RRB-"",0]],[[337214,322622,""Soul_Food_-LRB-film-RRB-"",0]]]",,137334,Fox 2000 Pictures released the film Soul Food.,Supported,,,,,,
173933,An Education is a drama commercial.,Refuted,"[[[201021,210474,""An_Education"",0]],[[201021,210475,""An_Education"",7]]]",,173933,An Education is a drama commercial.,Refuted,,,,,,
73208,Reign Over Me was written and directed by Spike Lee.,Refuted,"[[[233786,236666,""Reign_Over_Me"",0]],[[235932,238515,""Reign_Over_Me"",0]],[[236599,239041,""Reign_Over_Me"",0]],[[318657,307523,""Reign_Over_Me"",0]],[[318658,307524,""Reign_Over_Me"",0]]]",,73208,Reign Over Me was written and directed by Spike Lee.,Refuted,,,,,,
53568,A Milli is a song by someone born in 1992.,Refuted,"[[[69843,80712,""A_Milli"",0],[69843,80712,""Lil_Wayne"",0]]]",,53568,A Milli is a song by someone born in 1992.,Refuted,,,,,,
54012,Creedence Clearwater Revival was a rock band.,Supported,"[[[70323,81192,""Creedence_Clearwater_Revival"",0]]]",,54012,Creedence Clearwater Revival was a rock band.,Supported,,,,,,
13956,Saxony is a country.,Refuted,"[[[29222,35633,""Saxony"",0]]]",,13956,Saxony is a country.,Refuted,,,,,,
172324,Scream 2 is a film created in the United States.,Supported,"[[[198887,208585,""Scream_2"",0]]]",,172324,Scream 2 is a film created in the United States.,Supported,,,,,,
38940,Google Search cannot find sports scores.,Refuted,"[[[55164,65203,""Google_Search"",13]]]",,38940,Google Search cannot find sports scores.,Refuted,,,,,,
159315,Weill Cornell Medicine has no affiliation with medicine whatsoever.,Refuted,"[[[296447,288287,""Weill_Cornell_Medicine"",0]],[[296447,288288,""Weill_Cornell_Medicine"",4]],[[300190,291452,""Weill_Cornell_Medicine"",0],[300190,291452,""Medical_school"",0]],[[343104,326929,""Weill_Cornell_Medicine"",0]],[[343109,326935,""Weill_Cornell_Medicine"",0],[343109,326935,""Medical_school"",0]],[[343224,327049,""Weill_Cornell_Medicine"",0]],[[343224,327050,""Weill_Cornell_Medicine"",4]]]",,159315,Weill Cornell Medicine has no affiliation with medicine whatsoever.,Refuted,,,,,,
58572,Musala is the highest paid sports player in the Balkan Peninsula.,Refuted,"[[[74958,86176,""Musala"",0]],[[74958,86177,""Musala"",2]]]",,58572,Musala is the highest paid sports player in the Balkan Peninsula.,Refuted,,,,,,
145120,Paramore is not a rock band.,Refuted,"[[[168444,182202,""Paramore"",0]]]",,145120,Paramore is not a rock band.,Refuted,,,,,,
103511,The Faroe Islands are no longer part of a kingdom.,Refuted,"[[[121508,135783,""Faroe_Islands"",1]],[[121565,135832,""Faroe_Islands"",1]],[[121565,135833,""Faroe_Islands"",11]]]",,103511,The Faroe Islands are no longer part of a kingdom.,Refuted,,,,,,
209097,Stadium Arcadium came out at least by 2009.,Supported,"[[[247523,247812,""Stadium_Arcadium"",1]]]",,209097,Stadium Arcadium came out at least by 2009.,Supported,,,,,,
165246,There are no musical or creative works in existence that have been created by Phillip Glass.,Refuted,"[[[190009,201160,""Philip_Glass"",9]]]",,165246,There are no musical or creative works in existence that have been created by Phillip Glass.,Refuted,,,,,,
66579,Animated programs have been produced by Fred Seibert.,Supported,"[[[83154,95100,""Fred_Seibert"",3]]]",,66579,Animated programs have been produced by Fred Seibert.,Supported,,,,,,
107035,The Burj Khalifa is in Southeast Asia.,Refuted,"[[[125668,140038,""Burj_Khalifa"",0],[125668,140038,""United_Arab_Emirates"",0]]]",,107035,The Burj Khalifa is in Southeast Asia.,Refuted,,,,,,
12372,Dark matter is hypothetical.,Supported,"[[[27606,33808,""Dark_matter"",0]]]",,12372,Dark matter is hypothetical.,Supported,,,,,,
36500,Bhagat Singh was executed.,Supported,"[[[52683,62645,""Bhagat_Singh"",16]]]",,36500,Bhagat Singh was executed.,Supported,,,,,,
157902,"Watertown, Massachusetts is the county seat of Middlesex County.",Refuted,"[[[182184,194456,""Watertown,_Massachusetts"",0],[182184,194456,""Middlesex_County,_Massachusetts"",2]]]",,157902,"Watertown, Massachusetts is the county seat of Middlesex County.",Refuted,,,,,,
175863,Chris Mullin never played a sport professionally.,Refuted,"[[[203627,212614,""Chris_Mullin_-LRB-basketball-RRB-"",0]],[[203627,212615,""Chris_Mullin_-LRB-basketball-RRB-"",2]],[[203627,212616,""Chris_Mullin_-LRB-basketball-RRB-"",5],[203627,212616,""1985_NCAA_Men's_Basketball_All-Americans"",0]],[[203627,212617,""Chris_Mullin_-LRB-basketball-RRB-"",6],[203627,212617,""Big_East_Conference_Men's_Basketball_Player_of_the_Year"",0]],[[203627,212618,""Chris_Mullin_-LRB-basketball-RRB-"",7]],[[203627,212619,""Chris_Mullin_-LRB-basketball-RRB-"",10],[203627,212619,""1985_NCAA_Men's_Basketball_All-Americans"",0]],[[203627,212620,""Chris_Mullin_-LRB-basketball-RRB-"",11],[203627,212620,""Indiana_Pacers"",0]]]",,175863,Chris Mullin never played a sport professionally.,Refuted,,,,,,
33166,Catherine Keener appeared in a movie.,Supported,"[[[96234,109377,""Catherine_Keener"",2]],[[96234,109378,""Catherine_Keener"",1],[96234,109378,""Capote_-LRB-film-RRB-"",0],[96234,109378,""Being_John_Malkovich"",0]],[[98790,111863,""Catherine_Keener"",1],[98790,111863,""Capote_-LRB-film-RRB-"",0],[98790,111863,""Being_John_Malkovich"",5],[98790,111863,""Being_John_Malkovich"",0]],[[98790,111864,""Catherine_Keener"",2]],[[98790,111865,""Catherine_Keener"",3],[98790,111865,""Nicole_Holofcener"",1]],[[101022,114284,""Catherine_Keener"",1],[101022,114284,""Capote_-LRB-film-RRB-"",0],[101022,114284,""Being_John_Malkovich"",0],[101022,114284,""Being_John_Malkovich"",1]],[[101022,114285,""Catherine_Keener"",2],[101022,114285,""Get_Out_-LRB-film-RRB-"",0],[101022,114285,""Get_Out_-LRB-film-RRB-"",1],[101022,114285,""Into_the_Wild_-LRB-film-RRB-"",2],[101022,114285,""Into_the_Wild_-LRB-film-RRB-"",0]],[[306849,297442,""Catherine_Keener"",2]],[[307759,298208,""Catherine_Keener"",1],[307759,298208,""Being_John_Malkovich"",0]],[[307759,298209,""Catherine_Keener"",2]]]",,33166,Catherine Keener appeared in a movie.,Supported,,,,,,
305,Ragtime features Samuel L. Jackson.,Supported,"[[[15668,19521,""Ragtime_-LRB-film-RRB-"",2]]]",,305,Ragtime features Samuel L. Jackson.,Supported,,,,,,
206459,Uta Hagan is incapable of being an American theater practitioner.,Refuted,"[[[244114,245203,""Uta_Hagen"",0]]]",,206459,Uta Hagan is incapable of being an American theater practitioner.,Refuted,,,,,,
153736,Ron Howard directed The Paper.,Supported,"[[[293263,285862,""The_Paper_-LRB-film-RRB-"",0]],[[295789,287822,""The_Paper_-LRB-film-RRB-"",0]],[[295791,287826,""The_Paper_-LRB-film-RRB-"",0]],[[341534,325954,""The_Paper_-LRB-film-RRB-"",0]],[[341539,325956,""The_Paper_-LRB-film-RRB-"",0]]]",,153736,Ron Howard directed The Paper.,Supported,,,,,,
100893,Uranium is a country.,Refuted,"[[[118585,132446,""Uranium"",0]]]",,100893,Uranium is a country.,Refuted,,,,,,
93878,"Warren Beatty was the co-writer, producer, and director of an epic drama movie.",Supported,"[[[111329,124960,""Warren_Beatty"",2],[111329,124960,""Reds_-LRB-film-RRB-"",0]]]",,93878,"Warren Beatty was the co-writer, producer, and director of an epic drama movie.",Supported,,,,,,
85873,Creedence Clearwater Revival was not a rock band.,Refuted,"[[[103029,116349,""Creedence_Clearwater_Revival"",0]],[[103029,116350,""Creedence_Clearwater_Revival"",2]],[[103029,116351,""Creedence_Clearwater_Revival"",3]]]",,85873,Creedence Clearwater Revival was not a rock band.,Refuted,,,,,,
83470,Wish Upon was released in 2016.,Refuted,"[[[100515,113813,""Wish_Upon"",2]]]",,83470,Wish Upon was released in 2016.,Refuted,,,,,,
173037,Barcelona has a population of 1.6 million.,Supported,"[[[199803,209471,""Barcelona"",0]]]",,173037,Barcelona has a population of 1.6 million.,Supported,,,,,,
132874,Daredevil is based on the character of the same name.,Supported,"[[[155334,170033,""Daredevil_-LRB-TV_series-RRB-"",0]],[[155335,170034,""Daredevil_-LRB-TV_series-RRB-"",0]]]",,132874,Daredevil is based on the character of the same name.,Supported,,,,,,
69152,David Packouz was formerly a large-scale arms dealer.,Supported,"[[[85845,98124,""David_Packouz"",0],[85845,98124,""David_Packouz"",5]]]",,69152,David Packouz was formerly a large-scale arms dealer.,Supported,,,,,,
38587,"The Concert for Bangladesh raised almost $250,000 for Bangladesh relief.",Supported,"[[[54791,64791,""The_Concert_for_Bangladesh"",12]]]",,38587,"The Concert for Bangladesh raised almost $250,000 for Bangladesh relief.",Supported,,,,,,
110504,The Mighty Ducks was only distributed by a subsidiary of 20th Century Fox.,Refuted,"[[[130204,144939,""The_Mighty_Ducks"",1],[130204,144939,""Walt_Disney_Pictures"",0]]]",,110504,The Mighty Ducks was only distributed by a subsidiary of 20th Century Fox.,Refuted,,,,,,
215479,Weekly Idol is hosted by a rapper.,Supported,"[[[255970,255281,""Weekly_Idol"",1],[255970,255281,""Weekly_Idol"",0]]]",,215479,Weekly Idol is hosted by a rapper.,Supported,,,,,,
13132,The Giver is only a book.,Refuted,"[[[28380,34690,""The_Giver_-LRB-film-RRB-"",0]],[[28380,34691,""The_Giver_-LRB-film-RRB-"",1]],[[28380,34692,""The_Giver_-LRB-film-RRB-"",4]],[[28380,34693,""The_Giver_-LRB-film-RRB-"",5]]]",,13132,The Giver is only a book.,Refuted,,,,,,
211848,See.SZA.Run only incorporates archaic urban genres.,Refuted,"[[[251074,251021,""See.SZA.Run"",5]]]",,211848,See.SZA.Run only incorporates archaic urban genres.,Refuted,,,,,,
7761,Yin and yang show a balance between opposites.,Supported,"[[[12655,15802,""Yin_and_yang"",10]],[[19297,23691,""Yin_and_yang"",0]],[[19297,23692,""Yin_and_yang"",7]],[[19297,23693,""Yin_and_yang"",10]],[[19911,24465,""Yin_and_yang"",10]]]",,7761,Yin and yang show a balance between opposites.,Supported,,,,,,
111325,Winter's Tale is only a movie.,Refuted,"[[[130709,145492,""Winter's_Tale_-LRB-novel-RRB-"",0]]]",,111325,Winter's Tale is only a movie.,Refuted,,,,,,
193884,Bea Arthur was born in 1922.,Supported,"[[[227043,231469,""Bea_Arthur"",0]],[[227044,231470,""Bea_Arthur"",0]]]",,193884,Bea Arthur was born in 1922.,Supported,,,,,,
3008,Jamie Lee Curtis' mother is a Palestinian.,Refuted,"[[[18897,23144,""Jamie_Lee_Curtis"",12],[18897,23144,""Janet_Leigh"",0]]]",,3008,Jamie Lee Curtis' mother is a Palestinian.,Refuted,,,,,,
18507,Rick Ross is uninterested in ever founding a record label.,Refuted,"[[[34107,41357,""Rick_Ross"",3]]]",,18507,Rick Ross is uninterested in ever founding a record label.,Refuted,,,,,,
57089,Dakota Fanning is not an actress.,Refuted,"[[[73421,84659,""Dakota_Fanning"",0]],[[73421,84660,""Dakota_Fanning"",9]]]",,57089,Dakota Fanning is not an actress.,Refuted,,,,,,
192718,The Millers has no cancellation announcements.,Refuted,"[[[225785,230369,""The_Millers"",4]],[[225785,230370,""The_Millers"",8]]]",,192718,The Millers has no cancellation announcements.,Refuted,,,,,,
