claim_id,claim_text,true_label,raw_evidence,gold_evidence,example_id,claim,gold_label,model,condition,model_output,correct,error_type,notes
83530,The House of the Spirits won German Film Awards in 1988.,Refuted,"[[[100578,113870,""The_House_of_the_Spirits_-LRB-film-RRB-"",0]]]",,83530,The House of the Spirits won German Film Awards in 1988.,Refuted,,,,,,
10118,Barbarella is a film from 1968.,Supported,"[[[25041,30917,""Barbarella_-LRB-film-RRB-"",0]]]",,10118,Barbarella is a film from 1968.,Supported,,,,,,
119066,Chris Kyle was a United States Navy SEAL veteran and sniper.,Supported,"[[[140159,155165,""Chris_Kyle"",0]]]",,119066,Chris Kyle was a United States Navy SEAL veteran and sniper.,Supported,,,,,,
5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,"[[[22333,27524,""One_Flew_Over_the_Cuckoo's_Nest_-LRB-film-RRB-"",5]]]",,5666,One Flew Over the Cuckoo's Nest won an Academy Award.,Supported,,,,,,
173030,Barcelona is the capitol city of Catalonia.,Supported,"[[[199797,209466,""Barcelona"",0]],[[199798,209467,""Barcelona"",0]]]",,173030,Barcelona is the capitol city of Catalonia.,Supported,,,,,,
45018,Chris Paul is a point guard for the Lakers.,Refuted,"[[[23639,29223,""Chris_Paul"",0]],[[299577,290973,""Chris_Paul"",0]],[[299584,290977,""Chris_Paul"",0],[299584,290977,""Chris_Paul"",1]]]",,45018,Chris Paul is a point guard for the Lakers.,Refuted,,,,,,
110221,Knowledge and research in multiple fields is incorporated with Speech recognition.,Supported,"[[[281748,276065,""Speech_recognition"",2]],[[283822,277757,""Speech_recognition"",2]],[[329403,316205,""Speech_recognition"",2]],[[330925,317424,""Speech_recognition"",11]]]",,110221,Knowledge and research in multiple fields is incorporated with Speech recognition.,Supported,,,,,,
7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,"[[[11787,14784,""Hermit_crab"",0]]]",,7257,Hermit crabs are crustaceans in the superfamily Paguroidea.,Supported,,,,,,
4251,Solanum contains the leopards.,Refuted,"[[[20512,25145,""Solanum"",1]]]",,4251,Solanum contains the leopards.,Refuted,,,,,,
101583,Guillermo del Toro does not work in the film industry.,Refuted,"[[[121212,135500,""Guillermo_del_Toro"",0]],[[121212,135501,""Guillermo_del_Toro"",1]],[[121212,135502,""Guillermo_del_Toro"",4]],[[121212,135503,""Guillermo_del_Toro"",11]]]",,101583,Guillermo del Toro does not work in the film industry.,Refuted,,,,,,
23137,Therasia is a peninsula.,Refuted,"[[[39102,47089,""Therasia"",0]],[[39102,47090,""Therasia"",1]]]",,23137,Therasia is a peninsula.,Refuted,,,,,,
80676,Watchmen is a dark satirical and dystopian take on the superhero genre and it lasts for six hours and forty-five minutes.,Refuted,"[[[97671,110820,""Watchmen_-LRB-film-RRB-"",17]]]",,80676,Watchmen is a dark satirical and dystopian take on the superhero genre and it lasts for six hours and forty-five minutes.,Refuted,,,,,,
37881,Tenacious D began in California.,Supported,"[[[54068,64054,""Tenacious_D"",0]]]",,37881,Tenacious D began in California.,Supported,,,,,,
64660,Charles de Gaulle was used as the basis of a French political stance.,Refuted,"[[[81117,92944,""Charles_de_Gaulle"",0]]]",,64660,Charles de Gaulle was used as the basis of a French political stance.,Refuted,,,,,,
129088,Matthew Gray Gubler was born in 1984.,Refuted,"[[[151168,165970,""Matthew_Gray_Gubler"",0]]]",,129088,Matthew Gray Gubler was born in 1984.,Refuted,,,,,,
186979,Bermuda Triangle is also referred to as the Devil's Triangle.,Supported,"[[[218152,224517,""Bermuda_Triangle"",0]]]",,186979,Bermuda Triangle is also referred to as the Devil's Triangle.,Supported,,,,,,
166634,Anne Rice was born in Japan.,Refuted,"[[[191670,202487,""Anne_Rice"",5]]]",,166634,Anne Rice was born in Japan.,Refuted,,,,,,
170420,Michael Vick is a former football quarterback in the NFL.,Supported,"[[[196620,206726,""Michael_Vick"",0]],[[196620,206727,""Michael_Vick"",3],[196620,206727,""Michael_Vick"",6]]]",,170420,Michael Vick is a former football quarterback in the NFL.,Supported,,,,,,
89633,Romani people has a population of 5387 in the Republic of Macedonia.,Refuted,"[[[106875,120274,""Romani_people_in_the_Republic_of_Macedonia"",0]]]",,89633,Romani people has a population of 5387 in the Republic of Macedonia.,Refuted,,,,,,
107543,The Africa Cup of Nations is a football tournament.,Supported,"[[[126237,140636,""Africa_Cup_of_Nations"",21]]]",,107543,The Africa Cup of Nations is a football tournament.,Supported,,,,,,
55065,Ripon College has existed.,Supported,"[[[71425,82388,""Ripon_College_-LRB-Wisconsin-RRB-"",0]]]",,55065,Ripon College has existed.,Supported,,,,,,
71639,Amy Winehouse died of alcohol poisoning at age 27.,Supported,"[[[88313,100919,""Amy_Winehouse"",10]]]",,71639,Amy Winehouse died of alcohol poisoning at age 27.,Supported,,,,,,
97554,Sabbir Khan directed zero films.,Refuted,"[[[115170,128972,""Sabbir_Khan"",0]],[[115170,128973,""Sabbir_Khan"",1]],[[115170,128974,""Sabbir_Khan"",3],[115170,128974,""Heropanti"",0]]]",,97554,Sabbir Khan directed zero films.,Refuted,,,,,,
131309,Henry Cavill is a famous director.,Refuted,"[[[153592,168429,""Henry_Cavill"",0]]]",,131309,Henry Cavill is a famous director.,Refuted,,,,,,
107307,"On April 8, 1974, Chris Kyle was born.",Supported,"[[[126866,141338,""Chris_Kyle"",0]]]",,107307,"On April 8, 1974, Chris Kyle was born.",Supported,,,,,,
125513,The dress did not inspire hashtags.,Refuted,"[[[147203,162193,""The_dress"",5]]]",,125513,The dress did not inspire hashtags.,Refuted,,,,,,
216395,Homer Hickman's memoirs sold terribly.,Refuted,"[[[257107,256155,""Homer_Hickam"",2]]]",,216395,Homer Hickman's memoirs sold terribly.,Refuted,,,,,,
179035,Congressional Space Medal of Honor is awarded based on recommendations from the Administrator of Office Depot.,Refuted,"[[[207683,215904,""Congressional_Space_Medal_of_Honor"",1]]]",,179035,Congressional Space Medal of Honor is awarded based on recommendations from the Administrator of Office Depot.,Refuted,,,,,,
144769,Fantastic Four (2005 film) was released only in Australia.,Refuted,"[[[292131,284962,""Fantastic_Four_-LRB-2005_film-RRB-"",7]],[[294158,286512,""Fantastic_Four_-LRB-2005_film-RRB-"",7]],[[294797,287006,""Fantastic_Four_-LRB-2005_film-RRB-"",7]],[[339232,324255,""Fantastic_Four_-LRB-2005_film-RRB-"",7]],[[339234,324256,""Fantastic_Four_-LRB-2005_film-RRB-"",7]]]",,144769,Fantastic Four (2005 film) was released only in Australia.,Refuted,,,,,,
9833,The State of Palestine claims East Lebanon.,Refuted,"[[[24681,30473,""State_of_Palestine"",1]]]",,9833,The State of Palestine claims East Lebanon.,Refuted,,,,,,
145533,Estonia is a place.,Supported,"[[[168856,182561,""Estonia"",0]],[[168856,182562,""Estonia"",3]],[[168856,182563,""Estonia"",6]],[[168856,182564,""Estonia"",20]]]",,145533,Estonia is a place.,Supported,,,,,,
66842,James Jones missed the playoffs once in 2007-2008.,Supported,"[[[83413,95379,""James_Jones_-LRB-basketball_player-RRB-"",15]]]",,66842,James Jones missed the playoffs once in 2007-2008.,Supported,,,,,,
130007,Internet access requires the use of computers.,Refuted,"[[[152222,166995,""Internet_access"",0]]]",,130007,Internet access requires the use of computers.,Refuted,,,,,,
212767,The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,Supported,"[[[252347,252149,""Harvard_University"",8]]]",,212767,The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,Supported,,,,,,
23475,Highway to Heaven is a drama series.,Supported,"[[[39420,47458,""Highway_to_Heaven"",0]]]",,23475,Highway to Heaven is a drama series.,Supported,,,,,,
101821,Daenerys Targaryen was introduced in A Feast for Crows.,Refuted,"[[[121340,135636,""Daenerys_Targaryen"",5]],[[121340,135637,""Daenerys_Targaryen"",7]]]",,101821,Daenerys Targaryen was introduced in A Feast for Crows.,Refuted,,,,,,
162216,Ding Yanyuhang is an American professional basketball player.,Refuted,"[[[186745,198522,""Ding_Yanyuhang"",0]],[[186747,198523,""Ding_Yanyuhang"",0]]]",,162216,Ding Yanyuhang is an American professional basketball player.,Refuted,,,,,,
61807,"In The 100, adults are the first to return to Earth after a devastating nuclear apocalypse.",Refuted,"[[[78288,89819,""The_100_-LRB-TV_series-RRB-"",4]]]",,61807,"In The 100, adults are the first to return to Earth after a devastating nuclear apocalypse.",Refuted,,,,,,
145707,The great white shark does not prefer to prey on humans because it's a herbivore.,Refuted,"[[[169045,182720,""Great_white_shark"",10]]]",,145707,The great white shark does not prefer to prey on humans because it's a herbivore.,Refuted,,,,,,
113912,"James, Viscount Severn was born in the 1990s.",Refuted,"[[[133806,148679,""James,_Viscount_Severn"",0]]]",,113912,"James, Viscount Severn was born in the 1990s.",Refuted,,,,,,
187379,Rob McElhenney is on an FX/FXX comedy series playing a character.,Supported,"[[[218618,224856,""Rob_McElhenney"",3]],[[218619,224857,""Rob_McElhenney"",3]]]",,187379,Rob McElhenney is on an FX/FXX comedy series playing a character.,Supported,,,,,,
132762,Seohyun is only a director.,Refuted,"[[[287304,280758,""Seohyun"",0]],[[287304,280759,""Seohyun"",4]],[[289305,282385,""Seohyun"",0]],[[289305,282386,""Seohyun"",1]],[[289305,282387,""Seohyun"",2]],[[289305,282388,""Seohyun"",3]],[[289305,282389,""Seohyun"",4]],[[290920,283882,""Seohyun"",0]],[[335573,321351,""Seohyun"",0]],[[335573,321352,""Seohyun"",1]],[[335573,321353,""Seohyun"",2]],[[335573,321354,""Seohyun"",3]],[[335573,321355,""Seohyun"",4]],[[335580,321360,""Seohyun"",0]],[[335580,321361,""Seohyun"",1]],[[335580,321362,""Seohyun"",3]],[[335580,321363,""Seohyun"",4]],[[335584,321366,""Seohyun"",0]],[[335584,321367,""Seohyun"",1]],[[335584,321368,""Seohyun"",2]],[[335584,321369,""Seohyun"",3]],[[335584,321370,""Seohyun"",4]]]",,132762,Seohyun is only a director.,Refuted,,,,,,
14790,"On September 6th, 1997, Diana, Princess of Wales's funeral took place.",Supported,"[[[30074,36630,""Diana,_Princess_of_Wales"",18],[30074,36630,""Funeral_of_Diana,_Princess_of_Wales"",0]]]",,14790,"On September 6th, 1997, Diana, Princess of Wales's funeral took place.",Supported,,,,,,
44566,Mary of Teck was queen-consort.,Supported,"[[[60937,71396,""Mary_of_Teck"",11]]]",,44566,Mary of Teck was queen-consort.,Supported,,,,,,
141159,Soyuz is a series of movies.,Refuted,"[[[164189,178439,""Soyuz_-LRB-spacecraft-RRB-"",0]]]",,141159,Soyuz is a series of movies.,Refuted,,,,,,
130332,Exercise raises resting heart rate in the long term.,Refuted,"[[[152581,167369,""Heart"",19]],[[152624,167398,""Heart"",19]]]",,130332,Exercise raises resting heart rate in the long term.,Refuted,,,,,,
78859,Lemmy was recognized for his looks.,Supported,"[[[95806,108865,""Lemmy"",2]]]",,78859,Lemmy was recognized for his looks.,Supported,,,,,,
103116,"Jack Dylan Grazer is a child actor, who is an American.",Supported,"[[[121073,135385,""Jack_Dylan_Grazer"",0]]]",,103116,"Jack Dylan Grazer is a child actor, who is an American.",Supported,,,,,,
36141,Lucy Hale is an actress and singer.,Supported,"[[[52324,62292,""Lucy_Hale"",0]]]",,36141,Lucy Hale is an actress and singer.,Supported,,,,,,
158208,Stephen Colbert is a talk show host currently hosting The Late Show.,Supported,"[[[182474,194705,""Stephen_Colbert"",1]]]",,158208,Stephen Colbert is a talk show host currently hosting The Late Show.,Supported,,,,,,
52559,The genre of Colombiana is action.,Supported,"[[[68866,79681,""Colombiana"",0]]]",,52559,The genre of Colombiana is action.,Supported,,,,,,
13758,Murda Beatz is a record producer.,Supported,"[[[29028,35410,""Murda_Beatz"",0]]]",,13758,Murda Beatz is a record producer.,Supported,,,,,,
189452,Yandex operates in Lithuania.,Refuted,"[[[221281,226925,""Yandex"",9]]]",,189452,Yandex operates in Lithuania.,Refuted,,,,,,
53025,Monetary gain can be a purpose of fraud.,Supported,"[[[69309,80092,""Fraud"",2]]]",,53025,Monetary gain can be a purpose of fraud.,Supported,,,,,,
205106,Gaius Julius Caesar was Roman.,Supported,"[[[242335,243742,""Gaius_Julius_Caesar_-LRB-proconsul-RRB-"",0]]]",,205106,Gaius Julius Caesar was Roman.,Supported,,,,,,
61641,Francis I of France had the popular nickname Francis of the Large Nose.,Refuted,"[[[78120,89624,""Francis_I_of_France"",11]]]",,61641,Francis I of France had the popular nickname Francis of the Large Nose.,Refuted,,,,,,
201793,Live Through This is an album.,Supported,"[[[237553,239749,""Live_Through_This"",0]]]",,201793,Live Through This is an album.,Supported,,,,,,
4350,Kendall Jenner is a model.,Supported,"[[[20619,25251,""Kendall_Jenner"",0]],[[20619,25252,""Kendall_Jenner"",1]],[[20619,25253,""Kendall_Jenner"",6]]]",,4350,Kendall Jenner is a model.,Supported,,,,,,
208427,Excuse My French is an album by an German rapper.,Refuted,"[[[246611,247088,""Excuse_My_French_-LRB-album-RRB-"",0]]]",,208427,Excuse My French is an album by an German rapper.,Refuted,,,,,,
53760,Garden State was chosen in an official manner.,Supported,"[[[70063,80947,""Garden_State_-LRB-film-RRB-"",6]]]",,53760,Garden State was chosen in an official manner.,Supported,,,,,,
66524,Honeymoon is Lana Del Rey's fourth single.,Refuted,"[[[83100,95016,""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-"",0]]]",,66524,Honeymoon is Lana Del Rey's fourth single.,Refuted,,,,,,
40622,"Neil Diamond finished college on January 24th, 1941.",Refuted,"[[[56923,67160,""Neil_Diamond"",0]]]",,40622,"Neil Diamond finished college on January 24th, 1941.",Refuted,,,,,,
76117,I Want to Know What Love Is is a song.,Supported,"[[[240027,241688,""I_Want_to_Know_What_Love_Is"",0],[240027,241688,""Sentimental_ballad"",0]],[[243711,244883,""I_Want_to_Know_What_Love_Is"",0]],[[243711,244884,""I_Want_to_Know_What_Love_Is"",1]],[[243711,244885,""I_Want_to_Know_What_Love_Is"",2]],[[243711,244886,""I_Want_to_Know_What_Love_Is"",4]],[[243711,244887,""I_Want_to_Know_What_Love_Is"",5]],[[243711,244888,""I_Want_to_Know_What_Love_Is"",3]],[[246267,246813,""I_Want_to_Know_What_Love_Is"",0]],[[246267,246814,""I_Want_to_Know_What_Love_Is"",4]],[[319288,308029,""I_Want_to_Know_What_Love_Is"",3]],[[319288,308030,""I_Want_to_Know_What_Love_Is"",4]],[[320450,309046,""I_Want_to_Know_What_Love_Is"",0],[320450,309046,""Sentimental_ballad"",0]]]",,76117,I Want to Know What Love Is is a song.,Supported,,,,,,
156102,"Keith Stanfield was born on March 12, 1991.",Refuted,"[[[180161,192697,""Keith_Stanfield"",0]]]",,156102,"Keith Stanfield was born on March 12, 1991.",Refuted,,,,,,
112986,Angelsberg is a city.,Refuted,"[[[132540,147448,""Angelsberg"",0]]]",,112986,Angelsberg is a city.,Refuted,,,,,,
27980,Kenny Chesney's full name is Kenneth Arnold Chesney.,Supported,"[[[44212,52846,""Kenny_Chesney"",0]]]",,27980,Kenny Chesney's full name is Kenneth Arnold Chesney.,Supported,,,,,,
103167,The Love Club EP is the debut extended play by Banks.,Refuted,"[[[121135,135434,""The_Love_Club_EP"",0]]]",,103167,The Love Club EP is the debut extended play by Banks.,Refuted,,,,,,
199735,Tijuana is the center of the Tijuana metropolitan area.,Supported,"[[[234907,237695,""Tijuana"",0]]]",,199735,Tijuana is the center of the Tijuana metropolitan area.,Supported,,,,,,
220205,Raabta (song) is a romantic Hindi song from a movie.,Supported,"[[[262061,260113,""Raabta_-LRB-song-RRB-"",0]],[[262065,260116,""Raabta_-LRB-song-RRB-"",0]]]",,220205,Raabta (song) is a romantic Hindi song from a movie.,Supported,,,,,,
99635,Mad Max: Fury Road was released in 2017.,Refuted,"[[[117292,131180,""Mad_Max-COLON-_Fury_Road"",0]]]",,99635,Mad Max: Fury Road was released in 2017.,Refuted,,,,,,
79146,The Danish language is spoken only outside of Canada.,Refuted,"[[[96086,109143,""Danish_language"",1]]]",,79146,The Danish language is spoken only outside of Canada.,Refuted,,,,,,
2521,Akkineni Nageswara Rao plays in Daag.,Refuted,"[[[18357,22547,""Daag_-LRB-1973_film-RRB-"",10]]]",,2521,Akkineni Nageswara Rao plays in Daag.,Refuted,,,,,,
38141,Rick Ross made more than eight studio albums.,Refuted,"[[[54323,64319,""Rick_Ross"",3]]]",,38141,Rick Ross made more than eight studio albums.,Refuted,,,,,,
6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,"[[[23022,28365,""Angela_Bassett"",6]]]",,6270,Angela Bassett received a bachelor of arts degree from Yale University.,Supported,,,,,,
75309,The Bassoon King is a book.,Supported,"[[[92088,104871,""The_Bassoon_King"",0]]]",,75309,The Bassoon King is a book.,Supported,,,,,,
111764,Winter's Tale is by an American.,Supported,"[[[131161,145916,""Winter's_Tale_-LRB-novel-RRB-"",0],[131161,145916,""Mark_Helprin"",0]]]",,111764,Winter's Tale is by an American.,Supported,,,,,,
168637,The Thin Red Line (1998 film) portrays only frogs.,Refuted,"[[[194234,204613,""The_Thin_Red_Line_-LRB-1998_film-RRB-"",2],[194234,204613,""Ben_Chaplin"",0],[194234,204613,""Elias_Koteas"",0],[194234,204613,""Jim_Caviezel"",0],[194234,204613,""Nick_Nolte"",0],[194234,204613,""Sean_Penn"",0]]]",,168637,The Thin Red Line (1998 film) portrays only frogs.,Refuted,,,,,,
70159,One Dance reached number one in the Netherlands in 2010.,Refuted,"[[[222928,228038,""One_Dance"",0]],[[222928,228039,""One_Dance"",17]],[[225540,230170,""One_Dance"",0]],[[225540,230171,""One_Dance"",6]],[[225540,230172,""One_Dance"",21]],[[225540,230173,""One_Dance"",17]],[[225540,230174,""One_Dance"",14]],[[317983,306995,""One_Dance"",0]],[[317983,306996,""One_Dance"",6]],[[317988,306998,""One_Dance"",0]],[[317988,306999,""One_Dance"",6]]]",,70159,One Dance reached number one in the Netherlands in 2010.,Refuted,,,,,,
195129,Backing vocalists provide instrumental harmony.,Refuted,"[[[228922,233010,""Backing_vocalist"",0]],[[228944,233030,""Backing_vocalist"",0],[228944,233030,""Vocal_harmony"",0]]]",,195129,Backing vocalists provide instrumental harmony.,Refuted,,,,,,
224557,"Vampire Academy, worldwide, grossed $15.4 million.",Supported,"[[[267588,264260,""Vampire_Academy_-LRB-film-RRB-"",6]]]",,224557,"Vampire Academy, worldwide, grossed $15.4 million.",Supported,,,,,,
4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,"[[[20325,24887,""Zac_Efron"",0]]]",,4091,Zac Efron's full name is Zac David Alexander Efron.,Refuted,,,,,,
171890,"To test the validity of experiments, research is used.",Supported,"[[[198349,208234,""Research"",4]]]",,171890,"To test the validity of experiments, research is used.",Supported,,,,,,
198896,Lois Lane's name was taken from an actress.,Supported,"[[[233855,236741,""Lois_Lane"",7]],[[233856,236742,""Lois_Lane"",7]]]",,198896,Lois Lane's name was taken from an actress.,Supported,,,,,,
211872,See.SZA.Run is an unrecorded live performance.,Refuted,"[[[251105,251048,""See.SZA.Run"",0]],[[251105,251049,""See.SZA.Run"",2]]]",,211872,See.SZA.Run is an unrecorded live performance.,Refuted,,,,,,
111685,Trouble with the Curve was only released in 2013.,Refuted,"[[[33414,40532,""Trouble_with_the_Curve"",2]],[[33414,40533,""Trouble_with_the_Curve"",0]]]",,111685,Trouble with the Curve was only released in 2013.,Refuted,,,,,,
88872,Jim Broadbent is involved with Game of Thrones (season 7).,Supported,"[[[106091,119463,""Game_of_Thrones_-LRB-season_7-RRB-"",11]]]",,88872,Jim Broadbent is involved with Game of Thrones (season 7).,Supported,,,,,,
96765,Nymphomaniac (film) is not part of a trilogy.,Refuted,"[[[114339,128112,""Nymphomaniac_-LRB-film-RRB-"",13]]]",,96765,Nymphomaniac (film) is not part of a trilogy.,Refuted,,,,,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,"[[[15750,19609,""LinkedIn"",14]]]",,354,LinkedIn is available in zero languages as of 2013.,Refuted,,,,,,
15489,See You on the Other Side is a book.,Refuted,"[[[30922,37564,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",0]],[[30922,37565,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",2]],[[30922,37566,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",3]],[[30922,37567,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",4]],[[30922,37568,""See_You_on_the_Other_Side_-LRB-Korn_album-RRB-"",6]]]",,15489,See You on the Other Side is a book.,Refuted,,,,,,
104847,The New York Knicks are one of the professional teams in the National Basketball Association's Eastern Conference.,Supported,"[[[123162,137502,""New_York_Knicks"",1]]]",,104847,The New York Knicks are one of the professional teams in the National Basketball Association's Eastern Conference.,Supported,,,,,,
58896,Omar Khadr was detained at Guantanamo Bay.,Supported,"[[[75301,86555,""Omar_Khadr"",0]]]",,58896,Omar Khadr was detained at Guantanamo Bay.,Supported,,,,,,
215140,Private Lives is only a horror movie made by a Bollywood director.,Refuted,"[[[255485,254935,""Private_Lives"",0]]]",,215140,Private Lives is only a horror movie made by a Bollywood director.,Refuted,,,,,,
148776,The ability of organizations to connect to the internet is called Internet Access.,Supported,"[[[41020,49324,""Internet_access"",0]]]",,148776,The ability of organizations to connect to the internet is called Internet Access.,Supported,,,,,,
197376,Simón Bolívar's full name is Simón Bolívar.,Refuted,"[[[232002,235294,""Simo\u0301n_Boli\u0301var"",0]]]",,197376,Simón Bolívar's full name is Simón Bolívar.,Refuted,,,,,,
16721,Goldie Hawn was a bankable star.,Supported,"[[[32131,39029,""Goldie_Hawn"",2]]]",,16721,Goldie Hawn was a bankable star.,Supported,,,,,,
114523,Zac Efron was born in the 1980s.,Supported,"[[[134487,149384,""Zac_Efron"",0]]]",,114523,Zac Efron was born in the 1980s.,Supported,,,,,,
198554,Catherine Hardwicke refused to ever work as a screenwriter.,Refuted,"[[[233439,236364,""Catherine_Hardwicke"",0]],[[233439,236365,""Catherine_Hardwicke"",1]]]",,198554,Catherine Hardwicke refused to ever work as a screenwriter.,Refuted,,,,,,
133407,Michigan is a U.S. state and a leading destination for recreational boating.,Supported,"[[[287385,280822,""Michigan"",13]],[[287387,280823,""Michigan"",13]],[[335880,321603,""Michigan"",13]],[[335891,321608,""Michigan"",13]],[[335954,321649,""Michigan"",13]]]",,133407,Michigan is a U.S. state and a leading destination for recreational boating.,Supported,,,,,,
131530,Halsey signed a recording contract in 2014.,Supported,"[[[153859,168698,""Halsey_-LRB-singer-RRB-"",1]]]",,131530,Halsey signed a recording contract in 2014.,Supported,,,,,,
21376,A Good Day to Die Hard was written by Skip Woods.,Supported,"[[[37145,44890,""A_Good_Day_to_Die_Hard"",1]]]",,21376,A Good Day to Die Hard was written by Skip Woods.,Supported,,,,,,
164092,Annie is a film.,Supported,"[[[188756,200196,""Annie_-LRB-2014_film-RRB-"",0]],[[188756,200197,""Annie_-LRB-2014_film-RRB-"",2]]]",,164092,Annie is a film.,Supported,,,,,,
142729,Arjit Singh is male.,Supported,"[[[165779,179763,""Arijit_Singh"",1]],[[165779,179764,""Arijit_Singh"",2]],[[165779,179765,""Arijit_Singh"",3]],[[165779,179766,""Arijit_Singh"",4]]]",,142729,Arjit Singh is male.,Supported,,,,,,
203155,There are zero Polynesian languages.,Refuted,"[[[239604,241386,""Polynesian_languages"",6]]]",,203155,There are zero Polynesian languages.,Refuted,,,,,,
28013,Noel Fisher acted in Shameless.,Supported,"[[[44132,52758,""Noel_Fisher"",1]]]",,28013,Noel Fisher acted in Shameless.,Supported,,,,,,
78174,Toy Story 2 was released in 2004.,Refuted,"[[[249128,249171,""Toy_Story_2"",0]],[[251265,251166,""Toy_Story_2"",0]],[[251265,251167,""Toy_Story_2"",16]],[[251265,251168,""Toy_Story_2"",18]],[[251270,251172,""Toy_Story_2"",0]],[[319715,308428,""Toy_Story_2"",0]],[[319715,308429,""Toy_Story_2"",16]],[[319715,308430,""Toy_Story_2"",18]],[[320753,309293,""Toy_Story_2"",0]],[[320753,309294,""Toy_Story_2"",6]],[[320753,309295,""Toy_Story_2"",10]],[[320753,309296,""Toy_Story_2"",16]],[[320753,309297,""Toy_Story_2"",18]]]",,78174,Toy Story 2 was released in 2004.,Refuted,,,,,,
20603,"Yemen does not have an area of 203,850 square miles.",Supported,"[[[36401,43992,""Yemen"",1]]]",,20603,"Yemen does not have an area of 203,850 square miles.",Supported,,,,,,
214973,Sensitive Skin's first series aired in a country.,Supported,"[[[255802,255162,""Sensitive_Skin_-LRB-UK_TV_series-RRB-"",3]]]",,214973,Sensitive Skin's first series aired in a country.,Supported,,,,,,
47241,Sleipnir has eight legs.,Supported,"[[[63549,74303,""Sleipnir"",0]]]",,47241,Sleipnir has eight legs.,Supported,,,,,,
22441,Richard Kuklinski committed crimes.,Supported,"[[[38287,46228,""Richard_Kuklinski"",6]],[[38287,46229,""Richard_Kuklinski"",15]],[[38287,46230,""Richard_Kuklinski"",19]]]",,22441,Richard Kuklinski committed crimes.,Supported,,,,,,
89912,Lost was not on ABC.,Refuted,"[[[107230,120624,""Lost_-LRB-TV_series-RRB-"",0]],[[107230,120625,""Lost_-LRB-TV_series-RRB-"",14]],[[107230,120626,""Lost_-LRB-TV_series-RRB-"",7],[107230,120626,""Pilot_-LRB-Lost-RRB-"",0]],[[107230,120627,""Lost_-LRB-TV_series-RRB-"",10],[107230,120627,""The_New_Man_in_Charge"",0]],[[107230,120628,""Lost_-LRB-TV_series-RRB-"",16],[107230,120628,""List_of_awards_and_nominations_received_by_Lost"",0]]]",,89912,Lost was not on ABC.,Refuted,,,,,,
108814,Issa Rae has developed her own platform.,Supported,"[[[130124,144862,""Issa_Rae"",2]]]",,108814,Issa Rae has developed her own platform.,Supported,,,,,,
142701,Qui-Gon Jinn is a writer in the Star Wars franchise.,Refuted,"[[[290531,283547,""Qui-Gon_Jinn"",0]],[[338711,323799,""Qui-Gon_Jinn"",0]],[[338715,323803,""Qui-Gon_Jinn"",0]]]",,142701,Qui-Gon Jinn is a writer in the Star Wars franchise.,Refuted,,,,,,
53663,James Jones has not won the Three-Point Contest.,Refuted,"[[[69944,80816,""James_Jones_-LRB-basketball_player-RRB-"",16]]]",,53663,James Jones has not won the Three-Point Contest.,Refuted,,,,,,
212237,Gory Guerrero's birth name is Gory Guerrero.,Refuted,"[[[251579,251404,""Gory_Guerrero"",0]],[[251581,251405,""Gory_Guerrero"",0]]]",,212237,Gory Guerrero's birth name is Gory Guerrero.,Refuted,,,,,,
9860,Bob Ross created the Internet.,Refuted,"[[[26019,31954,""Bob_Ross"",1]]]",,9860,Bob Ross created the Internet.,Refuted,,,,,,
68132,Jens Stoltenberg served as Prime Minister.,Supported,"[[[84731,96943,""Jens_Stoltenberg"",4]]]",,68132,Jens Stoltenberg served as Prime Minister.,Supported,,,,,,
178342,Al Jardine sang lead vocals on a song written by a songwriter.,Supported,"[[[206705,215019,""Al_Jardine"",1],[206705,215019,""Come_Go_with_Me"",0]]]",,178342,Al Jardine sang lead vocals on a song written by a songwriter.,Supported,,,,,,
177842,Milk is based on the life of Harvey Dent.,Refuted,"[[[206128,214574,""Milk_-LRB-film-RRB-"",0]]]",,177842,Milk is based on the life of Harvey Dent.,Refuted,,,,,,
141547,Bhagat Singh died.,Supported,"[[[164576,178813,""Bhagat_Singh"",0]],[[164577,178814,""Bhagat_Singh"",0]]]",,141547,Bhagat Singh died.,Supported,,,,,,
171904,"To test the validity of procedures, research is used.",Supported,"[[[198367,208247,""Research"",4]]]",,171904,"To test the validity of procedures, research is used.",Supported,,,,,,
93307,Food Network is offered in a federal democracy based on a constitution.,Supported,"[[[110681,124347,""Food_Network"",8],[110681,124347,""United_States"",0]]]",,93307,Food Network is offered in a federal democracy based on a constitution.,Supported,,,,,,
