claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
13872,Tool has produced albums.,Supported,13872,Tool has produced albums.,Supported,"Tool has won three Grammy Awards , performed worldwide tours , and produced albums topping the charts in several countries .","[[[29152,35565,""Tool_-LRB-band-RRB-"",3]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
13872,Tool has produced albums.,Supported,13872,Tool has produced albums.,Supported,"Tool has won three Grammy Awards , performed worldwide tours , and produced albums topping the charts in several countries .","[[[29152,35565,""Tool_-LRB-band-RRB-"",3]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
71687,David Packouz was born in 1989.,Refuted,71687,David Packouz was born in 1989.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[88386,101002,""David_Packouz"",0]],[[88386,101003,""David_Packouz"",3]]]",gpt-5.4,claim_only,Refuted,Yes,,
71687,David Packouz was born in 1989.,Refuted,71687,David Packouz was born in 1989.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[88386,101002,""David_Packouz"",0]],[[88386,101003,""David_Packouz"",3]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
71687,David Packouz was born in 1989.,Refuted,71687,David Packouz was born in 1989.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[88386,101002,""David_Packouz"",0]],[[88386,101003,""David_Packouz"",3]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
71687,David Packouz was born in 1989.,Refuted,71687,David Packouz was born in 1989.,Refuted,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur .","[[[88386,101002,""David_Packouz"",0]],[[88386,101003,""David_Packouz"",3]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
80148,Castlevania came out in Japan in 1990.,Refuted,80148,Castlevania came out in Japan in 1990.,Refuted,"Castlevania , known in Japan as , is an action-platformer video game developed and published by Konami for the Family Computer Disk System video game console in Japan in September 1986 .","[[[97115,110301,""Castlevania_-LRB-1986_video_game-RRB-"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
80148,Castlevania came out in Japan in 1990.,Refuted,80148,Castlevania came out in Japan in 1990.,Refuted,"Castlevania , known in Japan as , is an action-platformer video game developed and published by Konami for the Family Computer Disk System video game console in Japan in September 1986 .","[[[97115,110301,""Castlevania_-LRB-1986_video_game-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
80148,Castlevania came out in Japan in 1990.,Refuted,80148,Castlevania came out in Japan in 1990.,Refuted,"Castlevania , known in Japan as , is an action-platformer video game developed and published by Konami for the Family Computer Disk System video game console in Japan in September 1986 .","[[[97115,110301,""Castlevania_-LRB-1986_video_game-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
80148,Castlevania came out in Japan in 1990.,Refuted,80148,Castlevania came out in Japan in 1990.,Refuted,"Castlevania , known in Japan as , is an action-platformer video game developed and published by Konami for the Family Computer Disk System video game console in Japan in September 1986 .","[[[97115,110301,""Castlevania_-LRB-1986_video_game-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
164420,Carey Hayes is illiterate.,Refuted,164420,Carey Hayes is illiterate.,Refuted,"Carey Hayes -LRB- born April 21 , 1961 in Portland , Oregon -RRB- is an American screenwriter and producer .","[[[189100,200432,""Carey_Hayes"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
164420,Carey Hayes is illiterate.,Refuted,164420,Carey Hayes is illiterate.,Refuted,"Carey Hayes -LRB- born April 21 , 1961 in Portland , Oregon -RRB- is an American screenwriter and producer .","[[[189100,200432,""Carey_Hayes"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
164420,Carey Hayes is illiterate.,Refuted,164420,Carey Hayes is illiterate.,Refuted,"Carey Hayes -LRB- born April 21 , 1961 in Portland , Oregon -RRB- is an American screenwriter and producer .","[[[189100,200432,""Carey_Hayes"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
164420,Carey Hayes is illiterate.,Refuted,164420,Carey Hayes is illiterate.,Refuted,"Carey Hayes -LRB- born April 21 , 1961 in Portland , Oregon -RRB- is an American screenwriter and producer .","[[[189100,200432,""Carey_Hayes"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
75871,Luis Fonsi is Puerto Rican.,Supported,75871,Luis Fonsi is Puerto Rican.,Supported,"Luis Alfonso Rodríguez López-Cepero , more commonly known by his stage name Luis Fonsi , -LRB- born April 15 , 1978 -RRB- is a Puerto Rican singer , songwriter and actor .","[[[92681,105509,""Luis_Fonsi"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
75871,Luis Fonsi is Puerto Rican.,Supported,75871,Luis Fonsi is Puerto Rican.,Supported,"Luis Alfonso Rodríguez López-Cepero , more commonly known by his stage name Luis Fonsi , -LRB- born April 15 , 1978 -RRB- is a Puerto Rican singer , songwriter and actor .","[[[92681,105509,""Luis_Fonsi"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
75871,Luis Fonsi is Puerto Rican.,Supported,75871,Luis Fonsi is Puerto Rican.,Supported,"Luis Alfonso Rodríguez López-Cepero , more commonly known by his stage name Luis Fonsi , -LRB- born April 15 , 1978 -RRB- is a Puerto Rican singer , songwriter and actor .","[[[92681,105509,""Luis_Fonsi"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
75871,Luis Fonsi is Puerto Rican.,Supported,75871,Luis Fonsi is Puerto Rican.,Supported,"Luis Alfonso Rodríguez López-Cepero , more commonly known by his stage name Luis Fonsi , -LRB- born April 15 , 1978 -RRB- is a Puerto Rican singer , songwriter and actor .","[[[92681,105509,""Luis_Fonsi"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
114984,Shut Up debuted at number 33.,Refuted,114984,Shut Up debuted at number 33.,Refuted,"The song initially entered at number 59 on the UK Singles Chart in September 2015 , however following a Christmas number one campaign the song rose to number 8 .","[[[136373,151180,""Shut_Up_-LRB-Stormzy_song-RRB-"",6]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
114984,Shut Up debuted at number 33.,Refuted,114984,Shut Up debuted at number 33.,Refuted,"The song initially entered at number 59 on the UK Singles Chart in September 2015 , however following a Christmas number one campaign the song rose to number 8 .","[[[136373,151180,""Shut_Up_-LRB-Stormzy_song-RRB-"",6]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
114984,Shut Up debuted at number 33.,Refuted,114984,Shut Up debuted at number 33.,Refuted,"The song initially entered at number 59 on the UK Singles Chart in September 2015 , however following a Christmas number one campaign the song rose to number 8 .","[[[136373,151180,""Shut_Up_-LRB-Stormzy_song-RRB-"",6]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
114984,Shut Up debuted at number 33.,Refuted,114984,Shut Up debuted at number 33.,Refuted,"The song initially entered at number 59 on the UK Singles Chart in September 2015 , however following a Christmas number one campaign the song rose to number 8 .","[[[136373,151180,""Shut_Up_-LRB-Stormzy_song-RRB-"",6]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,7546,Brown University's main campus is located in the most populous city in Rhode Island.,Supported,"Brown 's main campus is located in the College Hill Historic District in the city of Providence , the third largest city in New England .","[[[12247,15340,""Brown_University"",19],[12247,15340,""Providence,_Rhode_Island"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
227775,"Lyon's population has never increased above 500,000.",Refuted,227775,"Lyon's population has never increased above 500,000.",Refuted,"Lyon had a population of 506,615 in 2014 and is France 's third-largest city after Paris and Marseille .","[[[271666,267496,""Lyon"",4]]]",gpt-5.4,claim_only,Refuted,Yes,,
227775,"Lyon's population has never increased above 500,000.",Refuted,227775,"Lyon's population has never increased above 500,000.",Refuted,"Lyon had a population of 506,615 in 2014 and is France 's third-largest city after Paris and Marseille .","[[[271666,267496,""Lyon"",4]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
227775,"Lyon's population has never increased above 500,000.",Refuted,227775,"Lyon's population has never increased above 500,000.",Refuted,"Lyon had a population of 506,615 in 2014 and is France 's third-largest city after Paris and Marseille .","[[[271666,267496,""Lyon"",4]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
227775,"Lyon's population has never increased above 500,000.",Refuted,227775,"Lyon's population has never increased above 500,000.",Refuted,"Lyon had a population of 506,615 in 2014 and is France 's third-largest city after Paris and Marseille .","[[[271666,267496,""Lyon"",4]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
194904,Stripes had Conrad Dunn featured in it.,Supported,194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
194904,Stripes had Conrad Dunn featured in it.,Supported,194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
194904,Stripes had Conrad Dunn featured in it.,Supported,194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
194904,Stripes had Conrad Dunn featured in it.,Supported,194904,Stripes had Conrad Dunn featured in it.,Supported,"Several actors including John Larroquette , John Diehl , Conrad Dunn and Judge Reinhold were featured in their first significant film roles .","[[[228481,232658,""Stripes_-LRB-film-RRB-"",1],[228481,232658,""Conrad_Dunn"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
102751,Neil Diamond is not a songwriter.,Refuted,102751,Neil Diamond is not a songwriter.,Refuted,"Neil Leslie Diamond -LRB- born January 24 , 1941 -RRB- is an American singer-songwriter , musician and actor .","[[[120636,134877,""Neil_Diamond"",0]],[[120636,134878,""Neil_Diamond"",1]],[[120641,134887,""Neil_Diamond"",0]],[[120641,134889,""Neil_Diamond"",8],[120641,134889,""America_-LRB-Neil_Diamond_song-RRB-"",0],[120641,134889,""Desiree_-LRB-song-RRB-"",0],[120641,134889,""Heartlight_-LRB-song-RRB-"",0],[120641,134889,""If_You_Know_What_I_Mean"",0],[120641,134889,""Longfellow_Serenade"",0],[120641,134889,""Longfellow_Serenade"",1],[120641,134889,""Song_Sung_Blue"",0]],[[120641,134890,""Neil_Diamond"",9],[120641,134890,""Sweet_Caroline"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
102751,Neil Diamond is not a songwriter.,Refuted,102751,Neil Diamond is not a songwriter.,Refuted,"Neil Leslie Diamond -LRB- born January 24 , 1941 -RRB- is an American singer-songwriter , musician and actor .","[[[120636,134877,""Neil_Diamond"",0]],[[120636,134878,""Neil_Diamond"",1]],[[120641,134887,""Neil_Diamond"",0]],[[120641,134889,""Neil_Diamond"",8],[120641,134889,""America_-LRB-Neil_Diamond_song-RRB-"",0],[120641,134889,""Desiree_-LRB-song-RRB-"",0],[120641,134889,""Heartlight_-LRB-song-RRB-"",0],[120641,134889,""If_You_Know_What_I_Mean"",0],[120641,134889,""Longfellow_Serenade"",0],[120641,134889,""Longfellow_Serenade"",1],[120641,134889,""Song_Sung_Blue"",0]],[[120641,134890,""Neil_Diamond"",9],[120641,134890,""Sweet_Caroline"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
102751,Neil Diamond is not a songwriter.,Refuted,102751,Neil Diamond is not a songwriter.,Refuted,"Neil Leslie Diamond -LRB- born January 24 , 1941 -RRB- is an American singer-songwriter , musician and actor .","[[[120636,134877,""Neil_Diamond"",0]],[[120636,134878,""Neil_Diamond"",1]],[[120641,134887,""Neil_Diamond"",0]],[[120641,134889,""Neil_Diamond"",8],[120641,134889,""America_-LRB-Neil_Diamond_song-RRB-"",0],[120641,134889,""Desiree_-LRB-song-RRB-"",0],[120641,134889,""Heartlight_-LRB-song-RRB-"",0],[120641,134889,""If_You_Know_What_I_Mean"",0],[120641,134889,""Longfellow_Serenade"",0],[120641,134889,""Longfellow_Serenade"",1],[120641,134889,""Song_Sung_Blue"",0]],[[120641,134890,""Neil_Diamond"",9],[120641,134890,""Sweet_Caroline"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
102751,Neil Diamond is not a songwriter.,Refuted,102751,Neil Diamond is not a songwriter.,Refuted,"Neil Leslie Diamond -LRB- born January 24 , 1941 -RRB- is an American singer-songwriter , musician and actor .","[[[120636,134877,""Neil_Diamond"",0]],[[120636,134878,""Neil_Diamond"",1]],[[120641,134887,""Neil_Diamond"",0]],[[120641,134889,""Neil_Diamond"",8],[120641,134889,""America_-LRB-Neil_Diamond_song-RRB-"",0],[120641,134889,""Desiree_-LRB-song-RRB-"",0],[120641,134889,""Heartlight_-LRB-song-RRB-"",0],[120641,134889,""If_You_Know_What_I_Mean"",0],[120641,134889,""Longfellow_Serenade"",0],[120641,134889,""Longfellow_Serenade"",1],[120641,134889,""Song_Sung_Blue"",0]],[[120641,134890,""Neil_Diamond"",9],[120641,134890,""Sweet_Caroline"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
84272,Mud has a Canadian in its cast.,Refuted,84272,Mud has a Canadian in its cast.,Refuted,"The film stars Matthew McConaughey , Tye Sheridan , Jacob Lofland , Sam Shepard , and Reese Witherspoon .","[[[101314,114548,""Mud_-LRB-2012_film-RRB-"",1],[101314,114548,""Tye_Sheridan"",0],[101314,114548,""Matthew_McConaughey"",0],[101314,114548,""Jacob_Lofland"",0],[101314,114548,""Sam_Shepard"",0],[101314,114548,""Reese_Witherspoon"",0]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
84272,Mud has a Canadian in its cast.,Refuted,84272,Mud has a Canadian in its cast.,Refuted,"The film stars Matthew McConaughey , Tye Sheridan , Jacob Lofland , Sam Shepard , and Reese Witherspoon .","[[[101314,114548,""Mud_-LRB-2012_film-RRB-"",1],[101314,114548,""Tye_Sheridan"",0],[101314,114548,""Matthew_McConaughey"",0],[101314,114548,""Jacob_Lofland"",0],[101314,114548,""Sam_Shepard"",0],[101314,114548,""Reese_Witherspoon"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
84272,Mud has a Canadian in its cast.,Refuted,84272,Mud has a Canadian in its cast.,Refuted,"The film stars Matthew McConaughey , Tye Sheridan , Jacob Lofland , Sam Shepard , and Reese Witherspoon .","[[[101314,114548,""Mud_-LRB-2012_film-RRB-"",1],[101314,114548,""Tye_Sheridan"",0],[101314,114548,""Matthew_McConaughey"",0],[101314,114548,""Jacob_Lofland"",0],[101314,114548,""Sam_Shepard"",0],[101314,114548,""Reese_Witherspoon"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
84272,Mud has a Canadian in its cast.,Refuted,84272,Mud has a Canadian in its cast.,Refuted,"The film stars Matthew McConaughey , Tye Sheridan , Jacob Lofland , Sam Shepard , and Reese Witherspoon .","[[[101314,114548,""Mud_-LRB-2012_film-RRB-"",1],[101314,114548,""Tye_Sheridan"",0],[101314,114548,""Matthew_McConaughey"",0],[101314,114548,""Jacob_Lofland"",0],[101314,114548,""Sam_Shepard"",0],[101314,114548,""Reese_Witherspoon"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
7436,"Simon Pegg was born on February 14th, 1860.",Refuted,7436,"Simon Pegg was born on February 14th, 1860.",Refuted,"Simon John Pegg -LRB- né Beckingham ; born 14 February 1970 -RRB- is an English actor , comedian , screenwriter , and producer .","[[[12036,15081,""Simon_Pegg"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge .,"[[[104334,117767,""Andrew_Moray"",2],[104334,117767,""Andrew_Moray"",3],[104334,117767,""Battle_of_Stirling_Bridge"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge .,"[[[104334,117767,""Andrew_Moray"",2],[104334,117767,""Andrew_Moray"",3],[104334,117767,""Battle_of_Stirling_Bridge"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge .,"[[[104334,117767,""Andrew_Moray"",2],[104334,117767,""Andrew_Moray"",3],[104334,117767,""Battle_of_Stirling_Bridge"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,87161,Andrew Moray led an uprising against occupation in 1397.,Refuted,He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge .,"[[[104334,117767,""Andrew_Moray"",2],[104334,117767,""Andrew_Moray"",3],[104334,117767,""Battle_of_Stirling_Bridge"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,Released in 1982 it reached Number 6 on the New Zealand singles chart .,"[[[209755,217545,""Victoria_-LRB-Dance_Exponents_song-RRB-"",1]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,Released in 1982 it reached Number 6 on the New Zealand singles chart .,"[[[209755,217545,""Victoria_-LRB-Dance_Exponents_song-RRB-"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,Released in 1982 it reached Number 6 on the New Zealand singles chart .,"[[[209755,217545,""Victoria_-LRB-Dance_Exponents_song-RRB-"",1]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,180722,Victoria (Dance Exponents song) peaked at number 10 on the New Zealand Singles chart.,Refuted,Released in 1982 it reached Number 6 on the New Zealand singles chart .,"[[[209755,217545,""Victoria_-LRB-Dance_Exponents_song-RRB-"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
187323,"Diana, Princess of Wales divorced.",Supported,187323,"Diana, Princess of Wales divorced.",Supported,"Diana remained the object of worldwide media scrutiny during and after her marriage , which ended in divorce on 28 August 1996 .","[[[218567,224818,""Diana,_Princess_of_Wales"",17]]]",gpt-5.4,claim_only,Supported,Yes,,
187323,"Diana, Princess of Wales divorced.",Supported,187323,"Diana, Princess of Wales divorced.",Supported,"Diana remained the object of worldwide media scrutiny during and after her marriage , which ended in divorce on 28 August 1996 .","[[[218567,224818,""Diana,_Princess_of_Wales"",17]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
187323,"Diana, Princess of Wales divorced.",Supported,187323,"Diana, Princess of Wales divorced.",Supported,"Diana remained the object of worldwide media scrutiny during and after her marriage , which ended in divorce on 28 August 1996 .","[[[218567,224818,""Diana,_Princess_of_Wales"",17]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
187323,"Diana, Princess of Wales divorced.",Supported,187323,"Diana, Princess of Wales divorced.",Supported,"Diana remained the object of worldwide media scrutiny during and after her marriage , which ended in divorce on 28 August 1996 .","[[[218567,224818,""Diana,_Princess_of_Wales"",17]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,"However , many of Britain 's American colonies were soon lost in the American War of Independence .","[[[90945,103630,""George_III_of_the_United_Kingdom"",7]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,"However , many of Britain 's American colonies were soon lost in the American War of Independence .","[[[90945,103630,""George_III_of_the_United_Kingdom"",7]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,"However , many of Britain 's American colonies were soon lost in the American War of Independence .","[[[90945,103630,""George_III_of_the_United_Kingdom"",7]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,74163,"George III of the United Kingdom experienced Great Britain as a dominant European power, including over the territories it controlled in America and India.",Refuted,"However , many of Britain 's American colonies were soon lost in the American War of Independence .","[[[90945,103630,""George_III_of_the_United_Kingdom"",7]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
79688,Men in Black II is a 2007 film.,Refuted,79688,Men in Black II is a 2007 film.,Refuted,"Men in Black II -LRB- stylized as MIIB -RRB- is a 2002 American science fiction action comedy film starring Tommy Lee Jones , Will Smith , Lara Flynn Boyle , Johnny Knoxville , Rosario Dawson , Tony Shalhoub and Rip Torn .","[[[96665,109808,""Men_in_Black_II"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
79688,Men in Black II is a 2007 film.,Refuted,79688,Men in Black II is a 2007 film.,Refuted,"Men in Black II -LRB- stylized as MIIB -RRB- is a 2002 American science fiction action comedy film starring Tommy Lee Jones , Will Smith , Lara Flynn Boyle , Johnny Knoxville , Rosario Dawson , Tony Shalhoub and Rip Torn .","[[[96665,109808,""Men_in_Black_II"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
79688,Men in Black II is a 2007 film.,Refuted,79688,Men in Black II is a 2007 film.,Refuted,"Men in Black II -LRB- stylized as MIIB -RRB- is a 2002 American science fiction action comedy film starring Tommy Lee Jones , Will Smith , Lara Flynn Boyle , Johnny Knoxville , Rosario Dawson , Tony Shalhoub and Rip Torn .","[[[96665,109808,""Men_in_Black_II"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
79688,Men in Black II is a 2007 film.,Refuted,79688,Men in Black II is a 2007 film.,Refuted,"Men in Black II -LRB- stylized as MIIB -RRB- is a 2002 American science fiction action comedy film starring Tommy Lee Jones , Will Smith , Lara Flynn Boyle , Johnny Knoxville , Rosario Dawson , Tony Shalhoub and Rip Torn .","[[[96665,109808,""Men_in_Black_II"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
18794,"On October 11, 1977, Matt Bomer was born.",Supported,18794,"On October 11, 1977, Matt Bomer was born.",Supported,"Matthew Staton Bomer -LRB- born October 11 , 1977 -RRB- is an American actor .","[[[34431,41749,""Matt_Bomer"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
18794,"On October 11, 1977, Matt Bomer was born.",Supported,18794,"On October 11, 1977, Matt Bomer was born.",Supported,"Matthew Staton Bomer -LRB- born October 11 , 1977 -RRB- is an American actor .","[[[34431,41749,""Matt_Bomer"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
