claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,evidence_sentences_json,evidence_pages_json,evidence_set_size,evidence_set_id,raw_evidence,model,condition,model_output,correct,error_type,notes
640,Goldie Hawn had a career that lasted more than three decades.,Supported,640,Goldie Hawn had a career that lasted more than three decades.,Supported,"Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .","[""Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .""]","[""Goldie_Hawn""]",1,fever_set_8acb3b28feed,"[[[18639,22863,""Goldie_Hawn"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
640,Goldie Hawn had a career that lasted more than three decades.,Supported,640,Goldie Hawn had a career that lasted more than three decades.,Supported,"Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .","[""Hawn maintained bankable star status for more than three decades thereafter , appearing in numerous films such as There 's a Girl in My Soup -LRB- 1970 -RRB- , Butterflies Are Free -LRB- 1972 -RRB- , The Sugarland Express -LRB- 1974 -RRB- , Shampoo -LRB- 1975 -RRB- , Foul Play -LRB- 1978 -RRB- , Seems Like Old Times -LRB- 1980 -RRB- , and the title role in Private Benjamin -LRB- 1980 -RRB- , for which she was nominated for the Academy Award for Best Actress .""]","[""Goldie_Hawn""]",1,fever_set_8acb3b28feed,"[[[18639,22863,""Goldie_Hawn"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
367,Alexandra Daddario is an actress.,Supported,367,Alexandra Daddario is an actress.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15787,19645,""Alexandra_Daddario"",0]],[[15787,19646,""Alexandra_Daddario"",2]],[[15787,19647,""Alexandra_Daddario"",1]]]",gpt-5.4,claim_only,Supported,Yes,,
367,Alexandra Daddario is an actress.,Supported,367,Alexandra Daddario is an actress.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15787,19645,""Alexandra_Daddario"",0]],[[15787,19646,""Alexandra_Daddario"",2]],[[15787,19647,""Alexandra_Daddario"",1]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
367,Alexandra Daddario is an actress.,Supported,367,Alexandra Daddario is an actress.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15787,19645,""Alexandra_Daddario"",0]],[[15787,19646,""Alexandra_Daddario"",2]],[[15787,19647,""Alexandra_Daddario"",1]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
367,Alexandra Daddario is an actress.,Supported,367,Alexandra Daddario is an actress.,Supported,"Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .","[""Alexandra Anna Daddario -LRB- born March 16 , 1986 -RRB- is an American actress .""]","[""Alexandra_Daddario""]",1,fever_set_a544cf61445d,"[[[15787,19645,""Alexandra_Daddario"",0]],[[15787,19646,""Alexandra_Daddario"",2]],[[15787,19647,""Alexandra_Daddario"",1]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,"In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer . Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .","[""In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer ."", ""Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .""]","[""Sheryl_Lee"", ""Café_Society_-LRB-film-RRB-""]",2,fever_set_e86759a3d8eb,"[[[17479,21637,""Sheryl_Lee"",7],[17479,21637,""Cafe\u0301_Society_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,"In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer . Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .","[""In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer ."", ""Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .""]","[""Sheryl_Lee"", ""Café_Society_-LRB-film-RRB-""]",2,fever_set_e86759a3d8eb,"[[[17479,21637,""Sheryl_Lee"",7],[17479,21637,""Cafe\u0301_Society_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,"In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer . Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .","[""In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer ."", ""Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .""]","[""Sheryl_Lee"", ""Café_Society_-LRB-film-RRB-""]",2,fever_set_e86759a3d8eb,"[[[17479,21637,""Sheryl_Lee"",7],[17479,21637,""Cafe\u0301_Society_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,455,Sheryl Lee appeared in an American romantic comedy-drama film.,Supported,"In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer . Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .","[""In 2016 , she appeared in Café Society , and also completed the Showtime revival of Twin Peaks -LRB- 2017 -RRB- , reprising her role of Laura Palmer ."", ""Café Society is a 2016 American romantic comedy-drama film written and directed by Woody Allen .""]","[""Sheryl_Lee"", ""Café_Society_-LRB-film-RRB-""]",2,fever_set_e86759a3d8eb,"[[[17479,21637,""Sheryl_Lee"",7],[17479,21637,""Cafe\u0301_Society_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[""He typically wears a sailor shirt and cap with a bow tie .""]","[""Donald_Duck""]",1,fever_set_1c7ad6de0ce5,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[""He typically wears a sailor shirt and cap with a bow tie .""]","[""Donald_Duck""]",1,fever_set_1c7ad6de0ce5,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[""He typically wears a sailor shirt and cap with a bow tie .""]","[""Donald_Duck""]",1,fever_set_1c7ad6de0ce5,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
327,Donald Duck typically wears a cap.,Supported,327,Donald Duck typically wears a cap.,Supported,He typically wears a sailor shirt and cap with a bow tie .,"[""He typically wears a sailor shirt and cap with a bow tie .""]","[""Donald_Duck""]",1,fever_set_1c7ad6de0ce5,"[[[15699,19557,""Donald_Duck"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,"[""Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .""]","[""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-""]",1,fever_set_eb38c05d7b37,"[[[15349,19158,""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-"",0]]]",gpt-5.4,claim_only,Supported,No,refuted_to_supported,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,"[""Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .""]","[""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-""]",1,fever_set_eb38c05d7b37,"[[[15349,19158,""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,No,refuted_to_supported,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,"[""Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .""]","[""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-""]",1,fever_set_eb38c05d7b37,"[[[15349,19158,""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-"",0]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,"[""Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .""]","[""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-""]",1,fever_set_eb38c05d7b37,"[[[15349,19158,""Honeymoon_-LRB-Lana_Del_Rey_album-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,No,refuted_to_supported,
610,Soul Food was created in 1997.,Supported,610,Soul Food was created in 1997.,Supported,"Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .","[""Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .""]","[""Soul_Food_-LRB-film-RRB-""]",1,fever_set_43275d7f6171,"[[[16044,19918,""Soul_Food_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
610,Soul Food was created in 1997.,Supported,610,Soul Food was created in 1997.,Supported,"Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .","[""Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .""]","[""Soul_Food_-LRB-film-RRB-""]",1,fever_set_43275d7f6171,"[[[16044,19918,""Soul_Food_-LRB-film-RRB-"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
610,Soul Food was created in 1997.,Supported,610,Soul Food was created in 1997.,Supported,"Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .","[""Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .""]","[""Soul_Food_-LRB-film-RRB-""]",1,fever_set_43275d7f6171,"[[[16044,19918,""Soul_Food_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
610,Soul Food was created in 1997.,Supported,610,Soul Food was created in 1997.,Supported,"Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .","[""Soul Food is a 1997 American comedy-drama film produced by Kenneth `` Babyface '' Edmonds , Tracey Edmonds and Robert Teitel and released by Fox 2000 Pictures .""]","[""Soul_Food_-LRB-film-RRB-""]",1,fever_set_43275d7f6171,"[[[16044,19918,""Soul_Food_-LRB-film-RRB-"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[""Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .""]","[""LinkedIn""]",1,fever_set_b6d1177d6231,"[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4,claim_only,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[""Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .""]","[""LinkedIn""]",1,fever_set_b6d1177d6231,"[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[""Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .""]","[""LinkedIn""]",1,fever_set_b6d1177d6231,"[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
354,LinkedIn is available in zero languages as of 2013.,Refuted,354,LinkedIn is available in zero languages as of 2013.,Refuted,"Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .","[""Based in the United States , the site is , as of 2013 , available in 24 languages , including Arabic , Chinese , English , French , German , Italian , Portuguese , Spanish , Dutch , Swedish , Danish , Romanian , Russian , Turkish , Japanese , Czech , Polish , Korean , Indonesian , Malay , and Tagalog .""]","[""LinkedIn""]",1,fever_set_b6d1177d6231,"[[[15750,19609,""LinkedIn"",14]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
850,John S. McCain Jr. graduated in 1901.,Refuted,850,John S. McCain Jr. graduated in 1901.,Refuted,"John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .","[""John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .""]","[""John_S._McCain_Jr.""]",1,fever_set_80e2688fb63e,"[[[16380,20308,""John_S._McCain_Jr."",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
850,John S. McCain Jr. graduated in 1901.,Refuted,850,John S. McCain Jr. graduated in 1901.,Refuted,"John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .","[""John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .""]","[""John_S._McCain_Jr.""]",1,fever_set_80e2688fb63e,"[[[16380,20308,""John_S._McCain_Jr."",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
850,John S. McCain Jr. graduated in 1901.,Refuted,850,John S. McCain Jr. graduated in 1901.,Refuted,"John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .","[""John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .""]","[""John_S._McCain_Jr.""]",1,fever_set_80e2688fb63e,"[[[16380,20308,""John_S._McCain_Jr."",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
850,John S. McCain Jr. graduated in 1901.,Refuted,850,John S. McCain Jr. graduated in 1901.,Refuted,"John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .","[""John Sidney `` Jack '' McCain Jr. -LRB- January 17 , 1911 -- March 22 , 1981 -RRB- was a United States Navy admiral , who served in conflicts from the 1940s through the 1970s , including as the Commander , United States Pacific Command .""]","[""John_S._McCain_Jr.""]",1,fever_set_80e2688fb63e,"[[[16380,20308,""John_S._McCain_Jr."",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
316,"Yemen has an area of 250,750 square miles.",Refuted,316,"Yemen has an area of 250,750 square miles.",Refuted,"Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .","[""Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .""]","[""Yemen""]",1,fever_set_cec21e3b7a13,"[[[15683,19536,""Yemen"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
316,"Yemen has an area of 250,750 square miles.",Refuted,316,"Yemen has an area of 250,750 square miles.",Refuted,"Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .","[""Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .""]","[""Yemen""]",1,fever_set_cec21e3b7a13,"[[[15683,19536,""Yemen"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
316,"Yemen has an area of 250,750 square miles.",Refuted,316,"Yemen has an area of 250,750 square miles.",Refuted,"Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .","[""Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .""]","[""Yemen""]",1,fever_set_cec21e3b7a13,"[[[15683,19536,""Yemen"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
316,"Yemen has an area of 250,750 square miles.",Refuted,316,"Yemen has an area of 250,750 square miles.",Refuted,"Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .","[""Yemen is the second-largest country in the peninsula , occupying 527,970 km2 -LRB- 203,850 sq mi -RRB- .""]","[""Yemen""]",1,fever_set_cec21e3b7a13,"[[[15683,19536,""Yemen"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
370,The State of Palestine claims a territory in East Asia.,Refuted,370,The State of Palestine claims a territory in East Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15790,19652,""State_of_Palestine"",0]]]",gpt-5.4,claim_only,Refuted,Yes,,
370,The State of Palestine claims a territory in East Asia.,Refuted,370,The State of Palestine claims a territory in East Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15790,19652,""State_of_Palestine"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
370,The State of Palestine claims a territory in East Asia.,Refuted,370,The State of Palestine claims a territory in East Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15790,19652,""State_of_Palestine"",0]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
370,The State of Palestine claims a territory in East Asia.,Refuted,370,The State of Palestine claims a territory in East Asia.,Refuted,"The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .","[""The State of Palestine , also known simply as Palestine , is a de jure sovereign state in the Middle East that is recognized by 136 UN members and since 2012 has a status of a non-member observer state in the United Nations -- which amounts to a de facto , or implicit , recognition of statehood .""]","[""State_of_Palestine""]",1,fever_set_d9f80c631657,"[[[15790,19652,""State_of_Palestine"",0]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
12,Carlos Santana disbanded Santana in 1965.,Refuted,12,Carlos Santana disbanded Santana in 1965.,Refuted,"Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music . Santana continued to work in these forms over the following decades . He experienced a resurgence of popularity and critical acclaim in the late 1990s .","[""Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music ."", ""Santana continued to work in these forms over the following decades ."", ""He experienced a resurgence of popularity and critical acclaim in the late 1990s .""]","[""Carlos_Santana"", ""Carlos_Santana"", ""Carlos_Santana""]",3,fever_set_ca07bb671bb4,"[[[15237,18989,""Carlos_Santana"",0],[15237,18989,""Carlos_Santana"",2],[15237,18989,""Carlos_Santana"",3]]]",gpt-5.4,claim_only,Refuted,Yes,,
12,Carlos Santana disbanded Santana in 1965.,Refuted,12,Carlos Santana disbanded Santana in 1965.,Refuted,"Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music . Santana continued to work in these forms over the following decades . He experienced a resurgence of popularity and critical acclaim in the late 1990s .","[""Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music ."", ""Santana continued to work in these forms over the following decades ."", ""He experienced a resurgence of popularity and critical acclaim in the late 1990s .""]","[""Carlos_Santana"", ""Carlos_Santana"", ""Carlos_Santana""]",3,fever_set_ca07bb671bb4,"[[[15237,18989,""Carlos_Santana"",0],[15237,18989,""Carlos_Santana"",2],[15237,18989,""Carlos_Santana"",3]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
12,Carlos Santana disbanded Santana in 1965.,Refuted,12,Carlos Santana disbanded Santana in 1965.,Refuted,"Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music . Santana continued to work in these forms over the following decades . He experienced a resurgence of popularity and critical acclaim in the late 1990s .","[""Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music ."", ""Santana continued to work in these forms over the following decades ."", ""He experienced a resurgence of popularity and critical acclaim in the late 1990s .""]","[""Carlos_Santana"", ""Carlos_Santana"", ""Carlos_Santana""]",3,fever_set_ca07bb671bb4,"[[[15237,18989,""Carlos_Santana"",0],[15237,18989,""Carlos_Santana"",2],[15237,18989,""Carlos_Santana"",3]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
12,Carlos Santana disbanded Santana in 1965.,Refuted,12,Carlos Santana disbanded Santana in 1965.,Refuted,"Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music . Santana continued to work in these forms over the following decades . He experienced a resurgence of popularity and critical acclaim in the late 1990s .","[""Carlos Santana -LRB- born July 20 , 1947 -RRB- is a Mexican and American musician who first became famous in the late 1960s and early 1970s with his band , Santana , which pioneered a fusion of rock and Latin American music ."", ""Santana continued to work in these forms over the following decades ."", ""He experienced a resurgence of popularity and critical acclaim in the late 1990s .""]","[""Carlos_Santana"", ""Carlos_Santana"", ""Carlos_Santana""]",3,fever_set_ca07bb671bb4,"[[[15237,18989,""Carlos_Santana"",0],[15237,18989,""Carlos_Santana"",2],[15237,18989,""Carlos_Santana"",3]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
