claim_id,claim_text,true_label,example_id,claim,gold_label,gold_evidence,raw_evidence,model,condition,model_output,correct,error_type,notes
9860,Bob Ross created the Internet.,Refuted,9860,Bob Ross created the Internet.,Refuted,"He was the creator and host of The Joy of Painting , an instructional television program that aired from 1983 to 1994 on PBS in the United States , and also aired in Canada , Latin America , and Europe .","[[[26019,31954,""Bob_Ross"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
9860,Bob Ross created the Internet.,Refuted,9860,Bob Ross created the Internet.,Refuted,"He was the creator and host of The Joy of Painting , an instructional television program that aired from 1983 to 1994 on PBS in the United States , and also aired in Canada , Latin America , and Europe .","[[[26019,31954,""Bob_Ross"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
9860,Bob Ross created the Internet.,Refuted,9860,Bob Ross created the Internet.,Refuted,"He was the creator and host of The Joy of Painting , an instructional television program that aired from 1983 to 1994 on PBS in the United States , and also aired in Canada , Latin America , and Europe .","[[[26019,31954,""Bob_Ross"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
9860,Bob Ross created the Internet.,Refuted,9860,Bob Ross created the Internet.,Refuted,"He was the creator and host of The Joy of Painting , an instructional television program that aired from 1983 to 1994 on PBS in the United States , and also aired in Canada , Latin America , and Europe .","[[[26019,31954,""Bob_Ross"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
6833,Chris Benoit's middle name is Michael.,Supported,6833,Chris Benoit's middle name is Michael.,Supported,"Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .","[[[23746,29405,""Chris_Benoit"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
6833,Chris Benoit's middle name is Michael.,Supported,6833,Chris Benoit's middle name is Michael.,Supported,"Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .","[[[23746,29405,""Chris_Benoit"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
6833,Chris Benoit's middle name is Michael.,Supported,6833,Chris Benoit's middle name is Michael.,Supported,"Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .","[[[23746,29405,""Chris_Benoit"",0]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
6833,Chris Benoit's middle name is Michael.,Supported,6833,Chris Benoit's middle name is Michael.,Supported,"Christopher Michael Benoit -LRB- -LSB- bəˈnwa -RSB- ; May 21 , 1967 -- June 24 , 2007 -RRB- was a Canadian professional wrestler .","[[[23746,29405,""Chris_Benoit"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,"The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Eohippus , into the large , single-toed animal of today .","[[[25352,31268,""Horse"",2]]]",gpt-5.4,claim_only,Refuted,Yes,,
10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,"The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Eohippus , into the large , single-toed animal of today .","[[[25352,31268,""Horse"",2]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,"The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Eohippus , into the large , single-toed animal of today .","[[[25352,31268,""Horse"",2]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,10379,The horse was not called a Eohippus when it had multiple toes.,Refuted,"The horse has evolved over the past 45 to 55 million years from a small multi-toed creature , Eohippus , into the large , single-toed animal of today .","[[[25352,31268,""Horse"",2]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
1076,James Jones missed the finals once.,Supported,1076,James Jones missed the finals once.,Supported,Jones has never been on an NBA team with a losing record and has only missed the playoffs once -- with the Trail Blazers in 2007 -- 08 .,"[[[16656,20622,""James_Jones_-LRB-basketball_player-RRB-"",15],[16656,20622,""NBA_playoffs"",0]]]",gpt-5.4,claim_only,Refuted,No,supported_to_refuted,
1076,James Jones missed the finals once.,Supported,1076,James Jones missed the finals once.,Supported,Jones has never been on an NBA team with a losing record and has only missed the playoffs once -- with the Trail Blazers in 2007 -- 08 .,"[[[16656,20622,""James_Jones_-LRB-basketball_player-RRB-"",15],[16656,20622,""NBA_playoffs"",0]]]",gpt-5.4,claim_plus_evidence,Refuted,No,supported_to_refuted,
1076,James Jones missed the finals once.,Supported,1076,James Jones missed the finals once.,Supported,Jones has never been on an NBA team with a losing record and has only missed the playoffs once -- with the Trail Blazers in 2007 -- 08 .,"[[[16656,20622,""James_Jones_-LRB-basketball_player-RRB-"",15],[16656,20622,""NBA_playoffs"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
1076,James Jones missed the finals once.,Supported,1076,James Jones missed the finals once.,Supported,Jones has never been on an NBA team with a losing record and has only missed the playoffs once -- with the Trail Blazers in 2007 -- 08 .,"[[[16656,20622,""James_Jones_-LRB-basketball_player-RRB-"",15],[16656,20622,""NBA_playoffs"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .","[[[24063,29776,""Tenth_Doctor"",8]]]",gpt-5.4,claim_only,Refuted,Yes,,
7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .","[[[24063,29776,""Tenth_Doctor"",8]]]",gpt-5.4,claim_plus_evidence,Supported,No,refuted_to_supported,
7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .","[[[24063,29776,""Tenth_Doctor"",8]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,7138,The Tenth Doctor travels alone during the time period 2009-2010.,Refuted,"He eventually parts ways with them all by the end of the 2008 series finale , `` Journey 's End '' , after which he attempts to travel alone for the duration of the 2008 -- 2010 specials before being accompanied by Donna Noble 's grandfather Wilfred Mott on his final adventure in The End of Time .","[[[24063,29776,""Tenth_Doctor"",8]]]",gpt-5.4-mini,claim_plus_evidence,Supported,No,refuted_to_supported,
1494,Food Network is available in the United States.,Supported,1494,Food Network is available in the United States.,Supported,"Food Network -LRB- legally known as Television Food Network -RRB- is an American basic cable and satellite television channel that is owned by Television Food Network , G.P. , a joint venture between Scripps Networks Interactive -LRB- which owns 70 % of the network -RRB- and the Tribune -LRB- FN -RRB- Cable Ventures Inc. -LRB- which owns the remaining 30 % -RRB- .","[[[17192,21283,""Food_Network"",0]],[[17192,21284,""Food_Network"",8]]]",gpt-5.4,claim_only,Supported,Yes,,
1494,Food Network is available in the United States.,Supported,1494,Food Network is available in the United States.,Supported,"Food Network -LRB- legally known as Television Food Network -RRB- is an American basic cable and satellite television channel that is owned by Television Food Network , G.P. , a joint venture between Scripps Networks Interactive -LRB- which owns 70 % of the network -RRB- and the Tribune -LRB- FN -RRB- Cable Ventures Inc. -LRB- which owns the remaining 30 % -RRB- .","[[[17192,21283,""Food_Network"",0]],[[17192,21284,""Food_Network"",8]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
1494,Food Network is available in the United States.,Supported,1494,Food Network is available in the United States.,Supported,"Food Network -LRB- legally known as Television Food Network -RRB- is an American basic cable and satellite television channel that is owned by Television Food Network , G.P. , a joint venture between Scripps Networks Interactive -LRB- which owns 70 % of the network -RRB- and the Tribune -LRB- FN -RRB- Cable Ventures Inc. -LRB- which owns the remaining 30 % -RRB- .","[[[17192,21283,""Food_Network"",0]],[[17192,21284,""Food_Network"",8]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
1494,Food Network is available in the United States.,Supported,1494,Food Network is available in the United States.,Supported,"Food Network -LRB- legally known as Television Food Network -RRB- is an American basic cable and satellite television channel that is owned by Television Food Network , G.P. , a joint venture between Scripps Networks Interactive -LRB- which owns 70 % of the network -RRB- and the Tribune -LRB- FN -RRB- Cable Ventures Inc. -LRB- which owns the remaining 30 % -RRB- .","[[[17192,21283,""Food_Network"",0]],[[17192,21284,""Food_Network"",8]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,"For five seasons , Highmore starred as Norman Bates in the A&E drama-thriller series Bates Motel -LRB- 2013 -- 2017 -RRB- , for which he was twice nominated for the Critics ' Choice Television Award for Best Actor in a Drama Series .","[[[13464,16830,""Freddie_Highmore"",5]],[[13468,16834,""Freddie_Highmore"",5]]]",gpt-5.4,claim_only,Supported,Yes,,
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,"For five seasons , Highmore starred as Norman Bates in the A&E drama-thriller series Bates Motel -LRB- 2013 -- 2017 -RRB- , for which he was twice nominated for the Critics ' Choice Television Award for Best Actor in a Drama Series .","[[[13464,16830,""Freddie_Highmore"",5]],[[13468,16834,""Freddie_Highmore"",5]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,"For five seasons , Highmore starred as Norman Bates in the A&E drama-thriller series Bates Motel -LRB- 2013 -- 2017 -RRB- , for which he was twice nominated for the Critics ' Choice Television Award for Best Actor in a Drama Series .","[[[13464,16830,""Freddie_Highmore"",5]],[[13468,16834,""Freddie_Highmore"",5]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,8290,Freddie Highmore has been nominated for the Critics' Choice Television Award.,Supported,"For five seasons , Highmore starred as Norman Bates in the A&E drama-thriller series Bates Motel -LRB- 2013 -- 2017 -RRB- , for which he was twice nominated for the Critics ' Choice Television Award for Best Actor in a Drama Series .","[[[13464,16830,""Freddie_Highmore"",5]],[[13468,16834,""Freddie_Highmore"",5]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
4916,Paul Nicholls created Joe Wicks.,Refuted,4916,Paul Nicholls created Joe Wicks.,Refuted,"He is best known for his roles as Joe Wicks in BBC 's EastEnders , and as DS Sam Casey in ITV 's Law & Order : UK .","[[[21283,26146,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",gpt-5.4,claim_only,Refuted,Yes,,
4916,Paul Nicholls created Joe Wicks.,Refuted,4916,Paul Nicholls created Joe Wicks.,Refuted,"He is best known for his roles as Joe Wicks in BBC 's EastEnders , and as DS Sam Casey in ITV 's Law & Order : UK .","[[[21283,26146,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
4916,Paul Nicholls created Joe Wicks.,Refuted,4916,Paul Nicholls created Joe Wicks.,Refuted,"He is best known for his roles as Joe Wicks in BBC 's EastEnders , and as DS Sam Casey in ITV 's Law & Order : UK .","[[[21283,26146,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",gpt-5.4-mini,claim_only,Refuted,Yes,,
4916,Paul Nicholls created Joe Wicks.,Refuted,4916,Paul Nicholls created Joe Wicks.,Refuted,"He is best known for his roles as Joe Wicks in BBC 's EastEnders , and as DS Sam Casey in ITV 's Law & Order : UK .","[[[21283,26146,""Paul_Nicholls_-LRB-actor-RRB-"",1]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
8208,Veeru Devgan choreographs stunts.,Supported,8208,Veeru Devgan choreographs stunts.,Supported,Veeru Devgan is an Indian stunt and action choreographer and film director in Bollywood .,"[[[13351,16693,""Veeru_Devgan"",0]],[[13351,16694,""Veeru_Devgan"",2]],[[22596,27858,""Veeru_Devgan"",0]],[[100046,113267,""Veeru_Devgan"",0]],[[299232,290608,""Veeru_Devgan"",0]],[[299232,290609,""Veeru_Devgan"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
8208,Veeru Devgan choreographs stunts.,Supported,8208,Veeru Devgan choreographs stunts.,Supported,Veeru Devgan is an Indian stunt and action choreographer and film director in Bollywood .,"[[[13351,16693,""Veeru_Devgan"",0]],[[13351,16694,""Veeru_Devgan"",2]],[[22596,27858,""Veeru_Devgan"",0]],[[100046,113267,""Veeru_Devgan"",0]],[[299232,290608,""Veeru_Devgan"",0]],[[299232,290609,""Veeru_Devgan"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
8208,Veeru Devgan choreographs stunts.,Supported,8208,Veeru Devgan choreographs stunts.,Supported,Veeru Devgan is an Indian stunt and action choreographer and film director in Bollywood .,"[[[13351,16693,""Veeru_Devgan"",0]],[[13351,16694,""Veeru_Devgan"",2]],[[22596,27858,""Veeru_Devgan"",0]],[[100046,113267,""Veeru_Devgan"",0]],[[299232,290608,""Veeru_Devgan"",0]],[[299232,290609,""Veeru_Devgan"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
8208,Veeru Devgan choreographs stunts.,Supported,8208,Veeru Devgan choreographs stunts.,Supported,Veeru Devgan is an Indian stunt and action choreographer and film director in Bollywood .,"[[[13351,16693,""Veeru_Devgan"",0]],[[13351,16694,""Veeru_Devgan"",2]],[[22596,27858,""Veeru_Devgan"",0]],[[100046,113267,""Veeru_Devgan"",0]],[[299232,290608,""Veeru_Devgan"",0]],[[299232,290609,""Veeru_Devgan"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
6876,The Wallace  is historically inaccurate.,Supported,6876,The Wallace  is historically inaccurate.,Supported,"The poem is historically inaccurate , and mentions several events that never happened .","[[[23787,29448,""The_Wallace_-LRB-poem-RRB-"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
6876,The Wallace  is historically inaccurate.,Supported,6876,The Wallace  is historically inaccurate.,Supported,"The poem is historically inaccurate , and mentions several events that never happened .","[[[23787,29448,""The_Wallace_-LRB-poem-RRB-"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
6876,The Wallace  is historically inaccurate.,Supported,6876,The Wallace  is historically inaccurate.,Supported,"The poem is historically inaccurate , and mentions several events that never happened .","[[[23787,29448,""The_Wallace_-LRB-poem-RRB-"",2]]]",gpt-5.4-mini,claim_only,Refuted,No,supported_to_refuted,
6876,The Wallace  is historically inaccurate.,Supported,6876,The Wallace  is historically inaccurate.,Supported,"The poem is historically inaccurate , and mentions several events that never happened .","[[[23787,29448,""The_Wallace_-LRB-poem-RRB-"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,He is ranked 3rd all-time in both rebounds and blocks .,"[[[23953,29664,""Kareem_Abdul-Jabbar"",18]]]",gpt-5.4,claim_only,Refuted,Yes,,
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,He is ranked 3rd all-time in both rebounds and blocks .,"[[[23953,29664,""Kareem_Abdul-Jabbar"",18]]]",gpt-5.4,claim_plus_evidence,Refuted,Yes,,
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,He is ranked 3rd all-time in both rebounds and blocks .,"[[[23953,29664,""Kareem_Abdul-Jabbar"",18]]]",gpt-5.4-mini,claim_only,Supported,No,refuted_to_supported,
7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,7041,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,Refuted,He is ranked 3rd all-time in both rebounds and blocks .,"[[[23953,29664,""Kareem_Abdul-Jabbar"",18]]]",gpt-5.4-mini,claim_plus_evidence,Refuted,Yes,,
1916,Anna Nicole Smith had a modelling career.,Supported,1916,Anna Nicole Smith had a modelling career.,Supported,"Vickie Lynn Hogan professionally known as Anna Nicole Smith -LRB- born November 28 , 1967 -- February 8 , 2007 -RRB- was an American model , actress and television personality .","[[[17728,21875,""Anna_Nicole_Smith"",0]],[[17728,21876,""Anna_Nicole_Smith"",1]],[[17728,21877,""Anna_Nicole_Smith"",2]]]",gpt-5.4,claim_only,Supported,Yes,,
1916,Anna Nicole Smith had a modelling career.,Supported,1916,Anna Nicole Smith had a modelling career.,Supported,"Vickie Lynn Hogan professionally known as Anna Nicole Smith -LRB- born November 28 , 1967 -- February 8 , 2007 -RRB- was an American model , actress and television personality .","[[[17728,21875,""Anna_Nicole_Smith"",0]],[[17728,21876,""Anna_Nicole_Smith"",1]],[[17728,21877,""Anna_Nicole_Smith"",2]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
1916,Anna Nicole Smith had a modelling career.,Supported,1916,Anna Nicole Smith had a modelling career.,Supported,"Vickie Lynn Hogan professionally known as Anna Nicole Smith -LRB- born November 28 , 1967 -- February 8 , 2007 -RRB- was an American model , actress and television personality .","[[[17728,21875,""Anna_Nicole_Smith"",0]],[[17728,21876,""Anna_Nicole_Smith"",1]],[[17728,21877,""Anna_Nicole_Smith"",2]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
1916,Anna Nicole Smith had a modelling career.,Supported,1916,Anna Nicole Smith had a modelling career.,Supported,"Vickie Lynn Hogan professionally known as Anna Nicole Smith -LRB- born November 28 , 1967 -- February 8 , 2007 -RRB- was an American model , actress and television personality .","[[[17728,21875,""Anna_Nicole_Smith"",0]],[[17728,21876,""Anna_Nicole_Smith"",1]],[[17728,21877,""Anna_Nicole_Smith"",2]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
7639,A part of Saw (franchise) is Saw II.,Supported,7639,A part of Saw (franchise) is Saw II.,Supported,He was introduced briefly in Saw and developed in more detail in Saw II .,"[[[12418,15528,""Saw_-LRB-franchise-RRB-"",14]],[[16746,20746,""Saw_-LRB-franchise-RRB-"",14],[16746,20746,""Saw_II"",0]],[[19084,23393,""Saw_-LRB-franchise-RRB-"",14],[19084,23393,""Saw_II"",0]],[[90602,103340,""Saw_-LRB-franchise-RRB-"",14],[90602,103340,""Saw_II"",0]]]",gpt-5.4,claim_only,Supported,Yes,,
7639,A part of Saw (franchise) is Saw II.,Supported,7639,A part of Saw (franchise) is Saw II.,Supported,He was introduced briefly in Saw and developed in more detail in Saw II .,"[[[12418,15528,""Saw_-LRB-franchise-RRB-"",14]],[[16746,20746,""Saw_-LRB-franchise-RRB-"",14],[16746,20746,""Saw_II"",0]],[[19084,23393,""Saw_-LRB-franchise-RRB-"",14],[19084,23393,""Saw_II"",0]],[[90602,103340,""Saw_-LRB-franchise-RRB-"",14],[90602,103340,""Saw_II"",0]]]",gpt-5.4,claim_plus_evidence,Supported,Yes,,
7639,A part of Saw (franchise) is Saw II.,Supported,7639,A part of Saw (franchise) is Saw II.,Supported,He was introduced briefly in Saw and developed in more detail in Saw II .,"[[[12418,15528,""Saw_-LRB-franchise-RRB-"",14]],[[16746,20746,""Saw_-LRB-franchise-RRB-"",14],[16746,20746,""Saw_II"",0]],[[19084,23393,""Saw_-LRB-franchise-RRB-"",14],[19084,23393,""Saw_II"",0]],[[90602,103340,""Saw_-LRB-franchise-RRB-"",14],[90602,103340,""Saw_II"",0]]]",gpt-5.4-mini,claim_only,Supported,Yes,,
7639,A part of Saw (franchise) is Saw II.,Supported,7639,A part of Saw (franchise) is Saw II.,Supported,He was introduced briefly in Saw and developed in more detail in Saw II .,"[[[12418,15528,""Saw_-LRB-franchise-RRB-"",14]],[[16746,20746,""Saw_-LRB-franchise-RRB-"",14],[16746,20746,""Saw_II"",0]],[[19084,23393,""Saw_-LRB-franchise-RRB-"",14],[19084,23393,""Saw_II"",0]],[[90602,103340,""Saw_-LRB-franchise-RRB-"",14],[90602,103340,""Saw_II"",0]]]",gpt-5.4-mini,claim_plus_evidence,Supported,Yes,,
