claim_id,claim,true_label,predicted_label,model,gold_evidence,raw_model_output,taxonomy_label,taxonomy_notes
102417,The Hunger Games are based on a novel.,Refuted,Supported,gpt-5.4,"The Hunger Games film series consists of four science fiction dystopian adventure films based on The Hunger Games trilogy of novels , by the American author Suzanne Collins .",,,
102417,The Hunger Games are based on a novel.,Refuted,Supported,gpt-5.4-mini,"The Hunger Games film series consists of four science fiction dystopian adventure films based on The Hunger Games trilogy of novels , by the American author Suzanne Collins .",,,
12467,SpongeBob SquarePants is not the most distributed property of MTV Networks.,Supported,Refuted,gpt-5.4,"The series ' popularity has made it a media franchise , as well as the highest rated series to ever air on Nickelodeon , and the most distributed property of MTV Networks .",,,
12467,SpongeBob SquarePants is not the most distributed property of MTV Networks.,Supported,Refuted,gpt-5.4-mini,"The series ' popularity has made it a media franchise , as well as the highest rated series to ever air on Nickelodeon , and the most distributed property of MTV Networks .",,,
129066,Dev Patel has not worked with Neill Blomkamp.,Supported,Refuted,gpt-5.4,"Patel went on to star in the highly successful romantic comedy The Best Exotic Marigold Hotel -LRB- 2012 -RRB- and its 2015 sequel , the fantasy film The Last Airbender -LRB- 2010 -RRB- , and the science fiction film Chappie -LRB- 2015 -RRB- . Chappie -LRB- stylized as CHAPPiE -RRB- is a 2015 science fiction film directed by South African director Neill Blomkamp and written by Blomkamp and Terri Tatchell .",,,
129066,Dev Patel has not worked with Neill Blomkamp.,Supported,Refuted,gpt-5.4-mini,"Patel went on to star in the highly successful romantic comedy The Best Exotic Marigold Hotel -LRB- 2012 -RRB- and its 2015 sequel , the fantasy film The Last Airbender -LRB- 2010 -RRB- , and the science fiction film Chappie -LRB- 2015 -RRB- . Chappie -LRB- stylized as CHAPPiE -RRB- is a 2015 science fiction film directed by South African director Neill Blomkamp and written by Blomkamp and Terri Tatchell .",,,
171521,The television series Fringe was created by the Fox Broadcasting Company.,Supported,Refuted,gpt-5.4,"It premiered on the Fox Broadcasting network on September 9 , 2008 , and concluded on January 18 , 2013 , after five seasons and 100 episodes .",,,
171521,The television series Fringe was created by the Fox Broadcasting Company.,Supported,Refuted,gpt-5.4-mini,"It premiered on the Fox Broadcasting network on September 9 , 2008 , and concluded on January 18 , 2013 , after five seasons and 100 episodes .",,,
68137,Murda Beatz's real middle names are Shane Lindstrom.,Supported,Refuted,gpt-5.4,"Shane Lee Lindstrom -LRB- born February 11 , 1994 -RRB- , professionally known as Murda Beatz , is a Canadian hip hop record producer from Fort Erie , Ontario .",,,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Supported,gpt-5.4,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,,,
83,Honeymoon is the third major-label record by Lana Del Rey.,Refuted,Supported,gpt-5.4-mini,Honeymoon is the fourth studio album and third major-label record by American singer and songwriter Lana Del Rey .,,,
88112,Henry III assumed the throne when he was 2 years old.,Refuted,Supported,gpt-5.4-mini,"Henry III -LRB- 1 October 1207 -- 16 November 1272 -RRB- , also known as Henry of Winchester , was King of England , Lord of Ireland and Duke of Aquitaine from 1216 until his death .",,,
21716,"Camp Flog Gnaw is attended by Tyler, The Creator and Odd Future.",Supported,Refuted,gpt-5.4,"Camp Flog Gnaw is an annual carnival created and hosted by Tyler , The Creator and Odd Future .",,,
125164,Lucy Hale's mother's name is Karen.,Refuted,Supported,gpt-5.4-mini,"Karen Lucille Hale -LRB- born June 14 , 1989 -RRB- is an American actress and singer .",,,
112242,The world's largest economy by purchasing power parity is China.,Refuted,Supported,gpt-5.4,"Since the introduction of economic reforms in 1978 , China has become one of the world 's fastest-growing major economies . , it is the world 's second-largest economy by nominal GDP and largest by purchasing power parity -LRB- PPP -RRB- .",,,
112242,The world's largest economy by purchasing power parity is China.,Refuted,Supported,gpt-5.4-mini,"Since the introduction of economic reforms in 1978 , China has become one of the world 's fastest-growing major economies . , it is the world 's second-largest economy by nominal GDP and largest by purchasing power parity -LRB- PPP -RRB- .",,,
161709,Multicellular organisms include most animals.,Refuted,Supported,gpt-5.4,"All species of animals , land plants and most fungi are multicellular , as are many algae , whereas a few organisms are partially uni - and partially multicellular , like slime molds and social amoebae such as the genus Dictyostelium .",,,
161709,Multicellular organisms include most animals.,Refuted,Supported,gpt-5.4-mini,"All species of animals , land plants and most fungi are multicellular , as are many algae , whereas a few organisms are partially uni - and partially multicellular , like slime molds and social amoebae such as the genus Dictyostelium .",,,
142236,Keith Stanfield is a Gemini.,Refuted,Supported,gpt-5.4,"LaKeith Lee `` Keith '' Stanfield -LRB- born August 12 , 1991 -RRB- is an American actor and rapper . Under the tropical zodiac , the Sun transits this area on average between July 22 and August 23 ; the sign spans the 120th to 150th degree of celestial longitude .",,,
155807,Chile is not a stable nation.,Supported,Refuted,gpt-5.4,Chile is today one of South America 's most stable and prosperous nations .,,,
155807,Chile is not a stable nation.,Supported,Refuted,gpt-5.4-mini,Chile is today one of South America 's most stable and prosperous nations .,,,
130631,Ripon College's student body stood at a number.,Supported,Refuted,gpt-5.4,"Students come from 14 nations and 33 states , and 53 % are female while 47 % are male .",,,
130631,Ripon College's student body stood at a number.,Supported,Refuted,gpt-5.4-mini,"Students come from 14 nations and 33 states , and 53 % are female while 47 % are male .",,,
12748,The ruins of the ancient Roman town of Herculaneum lie two hundred miles from Naples.,Supported,Refuted,gpt-5.4,"In the immediate vicinity of Naples are numerous culturally and historically significant sites , including the Palace of Caserta and the Roman ruins of Pompeii and Herculaneum .",,,
12748,The ruins of the ancient Roman town of Herculaneum lie two hundred miles from Naples.,Supported,Refuted,gpt-5.4-mini,"In the immediate vicinity of Naples are numerous culturally and historically significant sites , including the Palace of Caserta and the Roman ruins of Pompeii and Herculaneum .",,,
36038,"The Airbus A380 made its first flight on April 27, 2015.",Supported,Refuted,gpt-5.4,The A380 made its first flight on 27 April 2005 and entered commercial service on 25 October 2007 with Singapore Airlines .,,,
36038,"The Airbus A380 made its first flight on April 27, 2015.",Supported,Refuted,gpt-5.4-mini,The A380 made its first flight on 27 April 2005 and entered commercial service on 25 October 2007 with Singapore Airlines .,,,
223352,The Disaster Artist (film) is 8 years old.,Refuted,Supported,gpt-5.4,"The Disaster Artist is a 2017 American biographical comedy film directed , produced by , and starring James Franco .",,,
223352,The Disaster Artist (film) is 8 years old.,Refuted,Supported,gpt-5.4-mini,"The Disaster Artist is a 2017 American biographical comedy film directed , produced by , and starring James Franco .",,,
29256,Agent Raghav – Crime Branch is a serial.,Refuted,Supported,gpt-5.4,"Agent Raghav -- Crime Branch is an Indian crime fiction anthology television series , which premiered on & TV from 5 September 2015 to 10 April 2016 for one hour at Saturday and Sunday nights .",,,
29256,Agent Raghav – Crime Branch is a serial.,Refuted,Supported,gpt-5.4-mini,"Agent Raghav -- Crime Branch is an Indian crime fiction anthology television series , which premiered on & TV from 5 September 2015 to 10 April 2016 for one hour at Saturday and Sunday nights .",,,
39018,"Duane Chapman's father is Duane Lee ""Dog"" Chapman I.",Refuted,Supported,gpt-5.4,"Duane Lee `` Dog '' Chapman I. -LRB- born February 2 , 1953 -RRB- is an American bounty hunter and a former bail bondsman .",,,
155995,"Harold Macmillan died on December 19, 1986.",Refuted,Supported,gpt-5.4-mini,"Maurice Harold Macmillan , 1st Earl of Stockton , -LRB- 10 February 1894 -- 29 December 1986 -RRB- was a British Conservative politician and statesman who served as the Prime Minister of the United Kingdom from 10 January 1957 to 19 October 1963 .",,,
95271,Keith Stanfield is a singer.,Refuted,Supported,gpt-5.4,"LaKeith Lee `` Keith '' Stanfield -LRB- born August 12 , 1991 -RRB- is an American actor and rapper .",,,
197384,Simón Bolívar's maiden name is Simón José Antonio de la Santísima Trinidad Bolívar y Palacios.,Supported,Refuted,gpt-5.4,"Simón José Antonio de la Santísima Trinidad Bolívar y Palacios -LRB- -LSB- siˈmon boˈliβar -RSB- ; 24 July 1783 -- 17 December 1830 -RRB- , known as El Libertador , was a Venezuelan military and political leader who played a leading role in the establishment of Venezuela , Bolivia , Colombia , Ecuador , Peru and Panama as sovereign states , independent of Spanish rule .",,,
18835,"Rhythm Nation was covered by an American singer, and songwriter Crystal Kay.",Refuted,Supported,gpt-5.4-mini,"It has been covered by Pink , Crystal Kay , and Girls ' Generation and has also been performed on Glee , The X-Factor , and Britain 's Got Talent . Crystal Kay Williams -LRB- born February 26 , 1986 in Yokohama , Kanagawa Prefecture , Japan -RRB- , simply known as Crystal Kay , is a Japanese singer , songwriter , radio host and actress of Korean and African-American descent .",,,
222763,Practical Magic is a 1998 event.,Refuted,Supported,gpt-5.4,Practical Magic is a 1998 American romantic comedy film based on the 1995 novel of the same name by Alice Hoffman .,,,
71124,TV Choice is on at 3 pm weekly.,Refuted,Supported,gpt-5.4,"TV Choice is a British weekly TV listings magazine published by H. Bauer Publishing , the UK subsidiary of family-run German company Bauer Media Group .",,,
27073,See You on the Other Side was involved with the production team of The Matrix.,Supported,Refuted,gpt-5.4-mini,"The album is best known for the involvement of renowned production team ` The Matrix ' , best known for coproduction on works by Avril Lavigne , Britney Spears , and Shakira , who managed to give Korn 's music a different sound .",,,
48276,Raees (film) stars an Indian film actor born in April 1965.,Refuted,Supported,gpt-5.4-mini,"It stars Shah Rukh Khan , Mahira Khan and Nawazuddin Siddiqui . Shah Rukh Khan -LRB- born Shahrukh Khan ; 2 November 1965 -RRB- , also known as SRK , is an Indian film actor , producer and television personality .",,,
68701,Liverpool was where The Beatles came together.,Supported,Refuted,gpt-5.4,The popularity of The Beatles and other groups from the Merseybeat era contributes to Liverpool 's status as a tourist destination .,,,
21033,Victoria Palace Theatre is on the same side of Victoria Station.,Refuted,Supported,gpt-5.4,"Victoria Palace Theatre is a West End theatre in Victoria Street , in the City of Westminster , opposite Victoria Station .",,,
78725,Speech recognition incorporates knowledge and research into science-related fields.,Supported,Refuted,gpt-5.4,"It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields .",,,
78725,Speech recognition incorporates knowledge and research into science-related fields.,Supported,Refuted,gpt-5.4-mini,"It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields .",,,
88385,Antigua and Barbuda was named in honor of Christopher Columbus.,Refuted,Supported,gpt-5.4-mini,"The country 's name was given by Christopher Columbus in 1493 after discovering the island , in honor of the Virgin of La Antigua in the Seville Cathedral .",,,
67721,The Maze Runner made 348 million American dollars.,Supported,Refuted,gpt-5.4-mini,"The film earned over $ 348 million worldwide at the box-office , against its budget of $ 34 million .",,,
117409,Starrcade was eventually broadcast via pay-per-view umbrella.,Refuted,Supported,gpt-5.4,"Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance -LRB- NWA -RRB- and later World Championship Wrestling -LRB- WCW -RRB- .",,,
117409,Starrcade was eventually broadcast via pay-per-view umbrella.,Refuted,Supported,gpt-5.4-mini,"Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance -LRB- NWA -RRB- and later World Championship Wrestling -LRB- WCW -RRB- .",,,
69436,SpongeBob SquarePants is a media franchise.,Refuted,Supported,gpt-5.4-mini,SpongeBob SquarePants is an American animated television series created by marine biologist and animator Stephen Hillenburg for Nickelodeon .,,,
194800,Fortunes of War caused the union of two actors.,Supported,Refuted,gpt-5.4,Kenneth Branagh and Emma Thompson met filming the TV series and married in real life .,,,
109898,Luis Fonsi only goes by Luis Fonsi.,Refuted,Supported,gpt-5.4-mini,"Luis Alfonso Rodríguez López-Cepero , more commonly known by his stage name Luis Fonsi , -LRB- born April 15 , 1978 -RRB- is a Puerto Rican singer , songwriter and actor .",,,
110242,Helmand Province is outside of Afghanistan.,Supported,Refuted,gpt-5.4,"Helmand -LRB- -LSB- ˈhɛlmənd -RSB- ; Pashto/Dari : هلمند -RRB- , also known as Hillmand , and , in ancient times , as Hermand and Hethumand is one of the 34 provinces of Afghanistan , in the south of the country .",,,
110242,Helmand Province is outside of Afghanistan.,Supported,Refuted,gpt-5.4-mini,"Helmand -LRB- -LSB- ˈhɛlmənd -RSB- ; Pashto/Dari : هلمند -RRB- , also known as Hillmand , and , in ancient times , as Hermand and Hethumand is one of the 34 provinces of Afghanistan , in the south of the country .",,,
118195,Warren Beatty was a co-writer on Heaven Can Wait.,Supported,Refuted,gpt-5.4,"Beatty is the first and only person to have been twice nominated for acting in , directing , writing , and producing the same film -- first with Heaven Can Wait -LRB- 1978 -RRB- , which was co-written by Elaine May and co-directed by Buck Henry , and again with Reds , which he co-wrote with Trevor Griffiths .",,,
123452,The Faroe Islands are no longer part of the Kingdom of Mercia.,Refuted,Supported,gpt-5.4-mini,"Between 1035 and 1814 , the Faeroes were part of the Hereditary Kingdom of Norway .",,,
78691,Woodrow Wilson did not establish Wilsonianism.,Supported,Refuted,gpt-5.4,"He also led the United States during World War I , establishing an activist foreign policy known as `` Wilsonianism . ''",,,
78691,Woodrow Wilson did not establish Wilsonianism.,Supported,Refuted,gpt-5.4-mini,"He also led the United States during World War I , establishing an activist foreign policy known as `` Wilsonianism . ''",,,
161571,Baz Luhrmann's film Australia is solely an epic historical romantic comedy.,Supported,Refuted,gpt-5.4,His 2008 film Australia is an epic historical romantic drama film starring Hugh Jackman and Nicole Kidman .,,,
161571,Baz Luhrmann's film Australia is solely an epic historical romantic comedy.,Supported,Refuted,gpt-5.4-mini,His 2008 film Australia is an epic historical romantic drama film starring Hugh Jackman and Nicole Kidman .,,,
157002,A Floppy disk is composed of a thin and flexible electronic storage medium.,Refuted,Supported,gpt-5.4-mini,"A floppy disk , also called a floppy , diskette or just disk , is a type of disk storage composed of a disk of thin and flexible magnetic storage medium , sealed in a rectangular plastic enclosure lined with fabric that removes dust particles .",,,
25740,Jamie Lee Curtis' mother is Tony Curtis.,Refuted,Supported,gpt-5.4-mini,Curtis is the daughter of the actress Janet Leigh and actor Tony Curtis . She was the first wife of actor Tony Curtis and the mother of Kelly Curtis and Jamie Lee Curtis .,,,
91889,Atlanta metropolitan area had a population of 5.5 million people.,Refuted,Supported,gpt-5.4-mini,"Its economic , cultural and demographic center is Atlanta , and it had a 2015 estimated population of 5.7 million people according to the U.S. Census Bureau .",,,
164999,Polar bears depend on the Arctic Ocean as their main food source.,Supported,Refuted,gpt-5.4,"The polar bear -LRB- ursus #Latin maritimus #Latin -RRB- is a carnivorous bear whose native range lies largely within the Arctic Circle , encompassing the Arctic Ocean , its surrounding seas and surrounding land masses .",,,
164999,Polar bears depend on the Arctic Ocean as their main food source.,Supported,Refuted,gpt-5.4-mini,"The polar bear -LRB- ursus #Latin maritimus #Latin -RRB- is a carnivorous bear whose native range lies largely within the Arctic Circle , encompassing the Arctic Ocean , its surrounding seas and surrounding land masses .",,,
147344,Amancio Ortega's middle name is Gaona.,Refuted,Supported,gpt-5.4,Amancio Ortega Gaona -LRB- -LSB- aˈmanθjo orˈteɣa ɣaˈona -RSB- ; born 28 March 1936 -RRB- is a Spanish business tycoon .,,,
147344,Amancio Ortega's middle name is Gaona.,Refuted,Supported,gpt-5.4-mini,Amancio Ortega Gaona -LRB- -LSB- aˈmanθjo orˈteɣa ɣaˈona -RSB- ; born 28 March 1936 -RRB- is a Spanish business tycoon .,,,
140233,DNA features songs.,Supported,Refuted,gpt-5.4,"Sonically , the album is primarily a mixture of pop and R&B records , with influences from dance-pop , pop rock and hip hop found on specific songs as well .",,,
140233,DNA features songs.,Supported,Refuted,gpt-5.4-mini,"Sonically , the album is primarily a mixture of pop and R&B records , with influences from dance-pop , pop rock and hip hop found on specific songs as well .",,,
66540,John Frusciante was incapable of releasing eleven solo albums.,Supported,Refuted,gpt-5.4,"Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica .",,,
66540,John Frusciante was incapable of releasing eleven solo albums.,Supported,Refuted,gpt-5.4-mini,"Frusciante has an active solo career , having released eleven solo albums and five EPs ; his recordings include elements ranging from experimental rock and ambient music to new wave and electronica .",,,
51442,West Virginia borders Ohio and Virginia to the southeast.,Refuted,Supported,gpt-5.4,"It is bordered by Virginia to the southeast , Kentucky to the southwest , Ohio to the northwest , Pennsylvania to the north -LRB- and , slightly , east -RRB- , and Maryland to the northeast .",,,
51442,West Virginia borders Ohio and Virginia to the southeast.,Refuted,Supported,gpt-5.4-mini,"It is bordered by Virginia to the southeast , Kentucky to the southwest , Ohio to the northwest , Pennsylvania to the north -LRB- and , slightly , east -RRB- , and Maryland to the northeast .",,,
133843,Netscape Navigator was succeeded by a web browser.,Supported,Refuted,gpt-5.4,"The Netscape Navigator web browser was succeeded by the Netscape Communicator suite in 1997 . Netscape Communicator -LRB- or Netscape 4 -RRB- is a discontinued Internet suite produced by Netscape Communications Corporation , and was the fourth major release in the Netscape line of browsers .",,,
204300,The Latvian Soviet Socialist Republic was a state of the Soviet Union.,Refuted,Supported,gpt-5.4,"The Latvian Soviet Socialist Republic -LRB- Latvian SSR ; Latvijas Padomju Sociālistiskā Republika Латвийская Советская Социалистическая Республика , Latviyskaya Sovetskaya Sotsialisticheskaya Respublika -RRB- , also known as Soviet Latvia or Latvia , was a republic of the Soviet Union . The Republics of the Soviet Union or the Union Republics -LRB- союзные республики , soyuznye respubliki -RRB- of the Soviet Union were ethnically based administrative units that were subordinated directly to the Government of the Soviet Union .",,,
204300,The Latvian Soviet Socialist Republic was a state of the Soviet Union.,Refuted,Supported,gpt-5.4-mini,"The Latvian Soviet Socialist Republic -LRB- Latvian SSR ; Latvijas Padomju Sociālistiskā Republika Латвийская Советская Социалистическая Республика , Latviyskaya Sovetskaya Sotsialisticheskaya Respublika -RRB- , also known as Soviet Latvia or Latvia , was a republic of the Soviet Union . The Republics of the Soviet Union or the Union Republics -LRB- союзные республики , soyuznye respubliki -RRB- of the Soviet Union were ethnically based administrative units that were subordinated directly to the Government of the Soviet Union .",,,
35575,"Tim Roth was not born on May 14th, 1961.",Supported,Refuted,gpt-5.4,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,,,
35575,"Tim Roth was not born on May 14th, 1961.",Supported,Refuted,gpt-5.4-mini,Timothy Simon Roth -LRB- born 14 May 1961 -RRB- is an English actor and director .,,,
117447,West Virginia borders Maryland and Ohio to the northeast.,Refuted,Supported,gpt-5.4-mini,"It is bordered by Virginia to the southeast , Kentucky to the southwest , Ohio to the northwest , Pennsylvania to the north -LRB- and , slightly , east -RRB- , and Maryland to the northeast .",,,
44732,The Bloods have ambiguous hand signs.,Refuted,Supported,gpt-5.4,"They are identified by the red color worn by their members and by particular gang symbols , including distinctive hand signs .",,,
44732,The Bloods have ambiguous hand signs.,Refuted,Supported,gpt-5.4-mini,"They are identified by the red color worn by their members and by particular gang symbols , including distinctive hand signs .",,,
77573,The Washington Monument is 554.5 ft tall.,Refuted,Supported,gpt-5.4-mini,"Located almost due east of the Reflecting Pool and the Lincoln Memorial , the monument , made of marble , granite , and bluestone gneiss , is both the world 's tallest stone structure and the world 's tallest obelisk , standing 554 ft tall according to the National Geodetic Survey -LRB- measured 2013 -- 14 -RRB- or 555 ft tall according to the National Park Service -LRB- measured 1884 -RRB- .",,,
75922,Absinthe has psychoactive effects.,Supported,Refuted,gpt-5.4,Recent studies have shown that absinthe 's psychoactive properties -LRB- apart from that of the alcohol -RRB- have been exaggerated .,,,
60978,DodgeBall: A True Underdog Story was written and directed by Rawson Marshall.,Supported,Refuted,gpt-5.4,DodgeBall : A True Underdog Story is a 2004 American sports comedy film written and directed by Rawson Marshall Thurber and starring Vince Vaughn and Ben Stiller .,,,
226153,Richard Dawkins has been awarded prestigious film awards.,Supported,Refuted,gpt-5.4,"Dawkins has been awarded many prestigious academic and writing awards and he makes regular television , radio and Internet appearances , predominantly discussing his books , his atheism , and his ideas and opinions as a public intellectual .",,,
226153,Richard Dawkins has been awarded prestigious film awards.,Supported,Refuted,gpt-5.4-mini,"Dawkins has been awarded many prestigious academic and writing awards and he makes regular television , radio and Internet appearances , predominantly discussing his books , his atheism , and his ideas and opinions as a public intellectual .",,,
27589,Caroline Kennedy is Ambassador to Japan.,Supported,Refuted,gpt-5.4,"Caroline Bouvier Kennedy -LRB- born November 27 , 1957 -RRB- is an American author , attorney , and diplomat who served as the United States Ambassador to Japan from 2013 to 2017 .",,,
74806,Vatican City was established in January 1929.,Supported,Refuted,gpt-5.4,"The independent city-state , on the other hand , came into existence in 1929 by the Lateran Treaty between the Holy See and Italy , which spoke of it as a new creation , not as a vestige of the much larger Papal States -LRB- 756 -- 1870 -RRB- , which had previously encompassed much of central Italy .",,,
115659,"In the 1970's, Samsung entered the construction industry.",Refuted,Supported,gpt-5.4,Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth .,,,
115659,"In the 1970's, Samsung entered the construction industry.",Refuted,Supported,gpt-5.4-mini,Samsung entered the electronics industry in the late 1960s and the construction and shipbuilding industries in the mid-1970s ; these areas would drive its subsequent growth .,,,
48815,The last windstorm in Stanley Park was in May of 2006.,Supported,Refuted,gpt-5.4,"Thousands of trees were lost -LRB- and many replanted -RRB- after three major windstorms that took place in the past 100 years , the last in 2006 .",,,
150636,Kareena Kapoor wrote negative reviews.,Supported,Refuted,gpt-5.4,"This initial success was followed by a series of commercial failures and repetitive roles , which garnered her negative reviews .",,,
150636,Kareena Kapoor wrote negative reviews.,Supported,Refuted,gpt-5.4-mini,"This initial success was followed by a series of commercial failures and repetitive roles , which garnered her negative reviews .",,,
17124,Edmund H. North won an Academy Award for Best Screenplay.,Supported,Refuted,gpt-5.4,"Edmund Hall North -LRB- March 12 , 1911 -- August 28 , 1990 -RRB- , was an American screenwriter who shared an Academy Award for Best Original Screenplay with Francis Ford Coppola in 1970 for their script for Patton .",,,
14501,Qin dynasty introduced several legislation.,Supported,Refuted,gpt-5.4,"The Qin dynasty introduced several reforms : currency , weights and measures were standardized , and a uniform system of writing was established .",,,
225863,Revolver topped America's Billboard Top LP's list for six weeks in 1965.,Supported,Refuted,gpt-5.4,The record topped the UK Albums Chart for seven weeks and America 's Billboard Top LPs list for six weeks .,,,
145784,Florida inmates who do not choose electrocution and inmates who committed their crimes after the designated date are executed by lethal injection instead of the electric chair.,Refuted,Supported,gpt-5.4-mini,"In the state of Kentucky the electric chair has been retired except for those whose capital crimes were committed prior to March 31 , 1998 , and who choose electrocution ; inmates who do not choose electrocution and inmates who committed their crimes after the designated date are executed by lethal injection .",,,
161094,French Indochina was a grouping of territories.,Refuted,Supported,gpt-5.4,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia .",,,
161094,French Indochina was a grouping of territories.,Refuted,Supported,gpt-5.4-mini,"French Indochina -LRB- previously spelled as French Indo-China -RRB- -LRB- Indochine française សហភ ពឥណ ឌ ច ន Đông Dương thuộc Pháp , -LSB- ɗə̄wŋm jɨ̄əŋ tʰûək fǎp -RSB- , frequently abbreviated to Đông Pháp ; ຝຣັ່ງແຫຼັມອິນດູຈີນ Cantonese : -RRB- , officially known as the Indochinese Union -LRB- Union indochinoise -RRB- after 1887 and the Indochinese Federation -LRB- Fédération indochinoise -RRB- after 1947 , was a grouping of French colonial territories in Southeast Asia .",,,
168537,Rick Yune was in a book series called Marco Polo.,Refuted,Supported,gpt-5.4-mini,"He was part of the main cast of the Netflix original series Marco Polo until the series was cancelled on December 12 , 2016 . Marco Polo was an American drama web television series inspired by Marco Polo 's early years in the court of Kublai Khan , the Khagan of the Mongol Empire and the founder of the Yuan dynasty -LRB- 1271 -- 1368 -RRB- .",,,
127244,Prague's historic center is on UNIDO's list of World Heritage Sites.,Supported,Refuted,gpt-5.4,"Since 1992 , the extensive historic centre of Prague has been included in the UNESCO list of World Heritage Sites .",,,
127244,Prague's historic center is on UNIDO's list of World Heritage Sites.,Supported,Refuted,gpt-5.4-mini,"Since 1992 , the extensive historic centre of Prague has been included in the UNESCO list of World Heritage Sites .",,,
25408,The Bloods is narrowly known for its rivalry with the Crips.,Refuted,Supported,gpt-5.4,The gang is widely known for its rivalry with the Crips .,,,
25408,The Bloods is narrowly known for its rivalry with the Crips.,Refuted,Supported,gpt-5.4-mini,The gang is widely known for its rivalry with the Crips .,,,
204641,Rio's 2013 sequel is called Rio 2.,Refuted,Supported,gpt-5.4-mini,"A sequel , Rio 2 , was released on April 11 , 2014 . Rio 2 is a 2014 American 3D computer-animated musical comedy film produced by Blue Sky Studios and directed by Carlos Saldanha .",,,
68022,Charles Manson is a former cult leader.,Refuted,Supported,gpt-5.4,"Charles Milles Manson -LRB- born Charles Milles Maddox , November 12 , 1934 -RRB- is an American criminal and former cult leader who led what became known as the Manson Family , a quasi-commune that arose in California in the late 1960s .",,,
68022,Charles Manson is a former cult leader.,Refuted,Supported,gpt-5.4-mini,"Charles Milles Manson -LRB- born Charles Milles Maddox , November 12 , 1934 -RRB- is an American criminal and former cult leader who led what became known as the Manson Family , a quasi-commune that arose in California in the late 1960s .",,,
130108,"Shomu Mukherjee was born on April 10, 2008.",Refuted,Supported,gpt-5.4-mini,"Shomu Mukherjee -LRB- or Shomu Mukherji -RRB- -LRB- 19 June , 1943 -- 10 April 2008 -RRB- was a Bengali Indian director , writer and producer .",,,
160481,One of the three co-executive producers of Buffy the Vampire Slayer was Jane Espenson.,Refuted,Supported,gpt-5.4,"Buffy the Vampire Slayer is an American television series created by Joss Whedon under his production tag , Mutant Enemy Productions with later co-executive producers being Jane Espenson , David Fury , David Greenwalt , Doug Petrie , Marti Noxon , and David Solomon .",,,
160481,One of the three co-executive producers of Buffy the Vampire Slayer was Jane Espenson.,Refuted,Supported,gpt-5.4-mini,"Buffy the Vampire Slayer is an American television series created by Joss Whedon under his production tag , Mutant Enemy Productions with later co-executive producers being Jane Espenson , David Fury , David Greenwalt , Doug Petrie , Marti Noxon , and David Solomon .",,,
45963,Peking University is in a unitary sovereign state in East Asia.,Refuted,Supported,gpt-5.4,"It is the first modern national university established in China , founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian , or Imperial Academy .",,,
45963,Peking University is in a unitary sovereign state in East Asia.,Refuted,Supported,gpt-5.4-mini,"It is the first modern national university established in China , founded as the Imperial University of Peking in 1898 as a replacement of the ancient Taixue or Guozijian , or Imperial Academy .",,,
12089,The abandonment of populated areas due to rising sea levels is caused by Global warming.,Supported,Refuted,gpt-5.4,Effects significant to humans include the threat to food security from decreasing crop yields and the abandonment of populated areas due to rising sea levels .,,,
47230,José Ferrer was an actor in movies.,Refuted,Supported,gpt-5.4,"José Vicente Ferrer de Otero y Cintrón -LRB- January 8 , 1912 -- January 26 , 1992 -RRB- , known as José Ferrer , was an American actor and theatre and film director .",,,
47230,José Ferrer was an actor in movies.,Refuted,Supported,gpt-5.4-mini,"José Vicente Ferrer de Otero y Cintrón -LRB- January 8 , 1912 -- January 26 , 1992 -RRB- , known as José Ferrer , was an American actor and theatre and film director .",,,
35381,Ann Richards was the head of the executive branch of Texas's government.,Supported,Refuted,gpt-5.4,"A Democrat , she first came to national attention as the state treasurer of Texas , when she delivered the keynote address at the 1988 Democratic National Convention . A treasurer is the person responsible for running the treasury of an organization .",,,
35381,Ann Richards was the head of the executive branch of Texas's government.,Supported,Refuted,gpt-5.4-mini,"A Democrat , she first came to national attention as the state treasurer of Texas , when she delivered the keynote address at the 1988 Democratic National Convention . A treasurer is the person responsible for running the treasury of an organization .",,,
